,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,latitude,longitude,postal_code,city_name,smileys,cvr_number,checked_findsmiley
50,Bone's Herlev,"Herlev Hovedgade 53, Herlev","(12.4502477, 55.7184833)",4.0,1357,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJTTlKU7BRUkYRmARvdNgIwo4,OPERATIONAL,"Herlev Hovedgade 53, 2730 Herlev, Denmark",88 17 88 18,2.0,http://www.bones.dk/,"('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200')",55.7184833,12.4502477,2730,Herlev,['Elite'],19639606,1
51,BIG Shopping,"Herlev Hovedgade 17, Herlev","(12.4506614, 55.71884949999999)",3.8,6753,"['shopping_mall', 'bakery', 'grocery_or_supermarket', 'home_goods_store', 'restaurant', 'food', 'gym', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']",ChIJxwHFTLBRUkYRp0MhOknbhJY,OPERATIONAL,"Herlev Hovedgade 17, 2730 Herlev, Denmark",,,https://bigshopping.dk/,"('1000', '1700'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1700')",55.71884949999999,12.4506614,2730,Herlev,,0,1
52,Cafe A,"BIG Shopping, Herlev Hovedgade 17, Herlev","(12.4497555, 55.7180682)",3.7,529,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJmUXyzbFRUkYRqAM1E9rbGZ0,OPERATIONAL,"BIG Shopping, Herlev Hovedgade 17, 2730 Herlev, Denmark",44 91 05 15,1.0,https://cafe-a.dk/,"('1000', '2130'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",55.7180682,12.4497555,2730,Herlev,,0,1
53,Chicago Roasthouse,"Herlev Hovedgade 62, Herlev","(12.4484561, 55.7206787)",4.0,249,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJf3yRerFRUkYRwzyjbBEjb4k,OPERATIONAL,"Herlev Hovedgade 62, 2730 Herlev, Denmark",70 10 17 77,2.0,https://www.crh-kbh.dk/,"('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200')",55.7206787,12.4484561,2730,Herlev,['Elite'],27559352,1
54,Jane's Smørrebrød/Catering,"Herlev Hovedgade 60, Herlev","(12.4487055, 55.7205464)",3.3,3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJN_Bw555RUkYRv3XDfrvgk4k,OPERATIONAL,"Herlev Hovedgade 60, 2730 Herlev, Denmark",20 89 89 94,,https://www.janessmoerrebroed.dk/,,55.7205464,12.4487055,2730,Herlev,[1],35070788,1
55,Dar Atlas,"Bagsværd Hovedgade 174, Bagsværd","(12.4499811, 55.7614925)",4.7,33,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJtX-51dNPUkYRBrgOLJcKZzg,OPERATIONAL,"Bagsværd Hovedgade 174, 2880 Bagsværd, Denmark",22 43 28 80,,http://www.daratlas.dk/,,55.7614925,12.4499811,2880,Bagsværd,,0,1
56,Bella Rosa Pizzaria,"Bagsværd Hovedgade 156, Bagsværd","(12.4513909, 55.76130789999999)",4.2,110,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJtyTJEdJPUkYRnOI-8VvE1wQ,OPERATIONAL,"Bagsværd Hovedgade 156, 2880 Bagsværd, Denmark",44 44 00 82,,http://bellarosa.meal4u.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.76130789999999,12.4513909,2880,Bagsværd,['Elite'],19157490,1
57,Youmi Sushi,"Bagsværd Hovedgade 154, Bagsværd","(12.4515232, 55.7613103)",4.4,113,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJS3tF5YFPUkYRbmY6na1iPXQ,OPERATIONAL,"Bagsværd Hovedgade 154, 2880 Bagsværd, Denmark",26 25 68 88,,http://youmisushi.dk/,"('1400', '2200'); ('1400', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.7613103,12.4515232,2880,Bagsværd,"[1, 2, 1]",40907491,1
58,Madkassen Avedøre,"Kanalholmen, Hvidovre","(12.4531785, 55.61275639999999)",4.1,17,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJnRfyJWNXUkYRL39U5UW73bA,OPERATIONAL,"Kanalholmen, 2650 Hvidovre, Denmark",,,http://www.mad-kassen.dk/,,55.61275639999999,12.4531785,2650,Hvidovre,['Elite'],37826480,1
59,Steff Houlberg Grillen,Hvidovre,"(12.453394, 55.61301989999999)",4.4,5,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJb5yyqqFXUkYRbYSRWYWmqLk,OPERATIONAL,"2650 Hvidovre, Denmark",,,,,55.61301989999999,12.453394,2650,Hvidovre,,0,1
60,Burger Station,"Kærgårdsvej 52, Hvidovre","(12.4543025, 55.62521880000001)",4.5,294,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJpR1yRINWUkYR-w0hJShHMls,OPERATIONAL,"Kærgårdsvej 52, 2650 Hvidovre, Denmark",31 56 56 56,2.0,https://burgerstation.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=5,,55.62521880000001,12.4543025,2650,Hvidovre,['Elite'],36995270,1
61,Oasen Pizzaria,"Sadelmagerporten 4, Hvidovre","(12.454112, 55.62629899999999)",4.2,200,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJtXN6TYNWUkYR-V-c10duAo8,OPERATIONAL,"Sadelmagerporten 4, 2650 Hvidovre, Denmark",36 49 98 41,2.0,https://oasenpizzaria.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.62629899999999,12.454112,2650,Hvidovre,"[1, 1, 2, 1]",37971073,1
62,Fresh’n Deli,"Sadelmagerporten 2, Hvidovre","(12.4541161, 55.62703130000001)",2.5,4,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJB2EmqldXUkYRzO15wylTUck,OPERATIONAL,"Sadelmagerporten 2, 2650 Hvidovre, Denmark",93 92 94 19,,,,55.62703130000001,12.4541161,2650,Hvidovre,['Elite'],41668237,1
63,Byens Pizza & Burger House,"Nørrekær 1, Rødovre","(12.455266, 55.670243)",3.8,45,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJK6tEvkhRUkYR9jXH9Ej_xSg,OPERATIONAL,"Nørrekær 1, 2610 Rødovre, Denmark",36 31 33 31,,http://byenspizzakebab2610.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.670243,12.455266,2610,Rødovre,[1],40973362,1
64,Flintstones Grill & Pizza,"Nørrekær 1A, Rødovre","(12.45565, 55.669899)",3.4,18,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJK6tEvkhRUkYR8DWDUkeaBCk,OPERATIONAL,"Nørrekær 1A, 2610 Rødovre, Denmark",36 48 20 30,,http://www.flintstonesgrill.dk/,"('1200', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130')",55.669899,12.45565,2610,Rødovre,,0,1
65,Hanedan Restaurant,"Valhøjs Alle 67A, Rødovre","(12.4531434, 55.67288989999999)",4.0,427,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJOYBjSkZRUkYRWyyVofnZAJE,OPERATIONAL,"Valhøjs Alle 67A, 2610 Rødovre, Denmark",36 70 30 00,1.0,http://hanedan.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",55.67288989999999,12.4531434,2610,Rødovre,['Elite'],25278720,1
66,Steak Og Pizza House,"Rødager Allé 63, Rødovre","(12.4535563, 55.675722)",4.0,86,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJPUc6FUdRUkYR8Q5GO6qfaKg,OPERATIONAL,"Rødager Allé 63, 2610 Rødovre, Denmark",36 41 24 23,,https://www.eatonline.dk/restaurant/303/steak-pizzahouse-rdovre,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2300'); ('1200', '2300')",55.675722,12.4535563,2610,Rødovre,,0,1
67,Zafraan Indisk Cuisine & Pizzeria,"Rødovre Centrum 1, Rødovre","(12.4552117, 55.67850439999999)",3.4,8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJb_bPGZZRUkYRK64YCsWGRkw,OPERATIONAL,"Rødovre Centrum 1, 2610 Rødovre, Denmark",52 17 33 96,,https://zafraan.dk/,,55.67850439999999,12.4552117,2610,Rødovre,,0,1
68,Kong Pandekage,"Rødovre Centrum 98, Rødovre","(12.4549318, 55.67880759999999)",3.1,8,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJo_S56kBRUkYRRJsQu8HzlZc,OPERATIONAL,"Rødovre Centrum 98, 2610 Rødovre, Denmark",30 32 00 20,,,"('1000', '1730'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1730')",55.67880759999999,12.4549318,2610,Rødovre,,0,1
69,Grill House,"Rødovre Centrum, 86","(12.4550176, 55.6788231)",4.0,25,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJRY5m30BRUkYRc6JswxBT654,OPERATIONAL,"Rødovre Centrum, 2610 86, Denmark",48 48 48 88,,https://da-dk.facebook.com/Grillhouserodovrecentrum/,"('1000', '1700'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1700')",55.6788231,12.4550176,2610,Rødovre,,0,1
70,Carl's Jr Rødovre,"Rødovre Centrum 1M, st. 43, Rødovre","(12.4556095, 55.67923090000001)",3.6,699,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJi2jb6UBRUkYRXM8HsD6kgUM,OPERATIONAL,"Rødovre Centrum 1M, st. 43, 2610 Rødovre, Denmark",29 10 07 92,2.0,http://www.carlsjr.dk/,"('1000', '2030'); ('1000', '2030'); ('1000', '2030'); ('1000', '2030'); ('1000', '2030'); ('1000', '2030'); ('1000', '2030')",55.67923090000001,12.4556095,2610,Rødovre,,0,1
71,Red & Yellow,"Rødovre Centrum 76, Rødovre","(12.4556166, 55.6786016)",3.7,640,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJWRiWxkBRUkYRN0iAkUGpJXg,OPERATIONAL,"Rødovre Centrum 76, 2610 Rødovre, Denmark",36 41 00 80,2.0,https://www.red-yellow.dk/,"('1000', '2030'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2200'); ('1000', '2200')",55.6786016,12.4556166,2610,Rødovre,['Elite'],18645181,1
72,Terrasse Café,Rødovre,"(12.4549991, 55.67957020000001)",3.9,121,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJQ6F6i0BRUkYR5cMgVtB03SI,OPERATIONAL,"2610 Rødovre, Denmark",36 41 55 54,,http://www.terrasse-cafeen.dk/,"('0900', '1745'); ('0830', '2045'); ('0830', '2045'); ('0830', '2045'); ('0830', '2045'); ('0830', '2045'); ('0830', '1745')",55.67957020000001,12.4549991,2610,Rødovre,['Elite'],40249184,1
73,Restaurant Clara,"Rødovre Centrum 252, Rødovre","(12.4552372, 55.67921920000001)",3.7,389,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJiYxcBUFRUkYROAXfle6Kn-o,OPERATIONAL,"Rødovre Centrum 252, 2610 Rødovre, Denmark",36 41 04 65,2.0,http://restaurantclara.dk/,"('1000', '1700'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '1800')",55.67921920000001,12.4552372,2610,Rødovre,,0,1
74,Det Grønne Køkken Rødovre,"Rødovre Centrum 1M, Rødovre","(12.4556095, 55.67923090000001)",3.5,18,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ7VUi8kBRUkYRqvBPn-WeeNY,OPERATIONAL,"Rødovre Centrum 1M, 2610 Rødovre, Denmark",93 10 81 00,,https://www.detgronnekokken.dk/,"('1000', '1800'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1800')",55.67923090000001,12.4556095,2610,Rødovre,['Elite'],39248638,1
75,Kongedybet - Brunch and Dinner,"Islevhusvej 93, Brønshøj","(12.4561282, 55.7066862)",3.9,284,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJe3COpEhTUkYRcC5T1aEJvkY,OPERATIONAL,"Islevhusvej 93, 2700 Brønshøj, Denmark",53 57 69 79,1.0,http://kongedybet.com/,"('0830', '1600'); ('0830', '1600'); ('0830', '1600'); ('0830', '1600'); ('0830', '1600'); ('0830', '1600'); ('0830', '1600')",55.7066862,12.4561282,2700,Brønshøj,,0,1
76,Chili Kebab & Burger,"Bagsværd Hovedgade 111, Bagsværd","(12.4540516, 55.76062400000001)",4.2,51,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJeb5Hi9JPUkYRV-SwqOU6Yr0,OPERATIONAL,"Bagsværd Hovedgade 111, 2880 Bagsværd, Denmark",33 12 06 07,1.0,http://www.chilikebab.dk/,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.76062400000001,12.4540516,2880,Bagsværd,['Elite'],39426552,1
77,Fresh Up,"Bindeledet 9, Bagsværd","(12.4534135, 55.7622345)",4.7,38,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJSbUUhs1PUkYRDPZzgY3j5Gg,OPERATIONAL,"Bindeledet 9, 2880 Bagsværd, Denmark",71 41 73 76,,https://freshup2880.dk/,,55.7622345,12.4534135,2880,Bagsværd,,0,1
78,Nalymit Thaikøkken,"Bagsværd Hovedgade 126 E, Bagsværd","(12.455366, 55.76052839999999)",4.4,84,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJiZtRktJPUkYRp-e0J-O7rcQ,OPERATIONAL,"Bagsværd Hovedgade 126 E, 2880 Bagsværd, Denmark",31 43 14 76,2.0,http://www.nalymit.dk/,,55.76052839999999,12.455366,2880,Bagsværd,,0,1
79,Torvegrillen v/Steen Dahl Brohammer,"Bagsværd Hovedgade 150, Bagsværd","(12.4525557, 55.7615056)",4.7,3,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJuYJFb9JPUkYR2ip-ShyVzMo,OPERATIONAL,"Bagsværd Hovedgade 150, 2880 Bagsværd, Denmark",26 46 37 01,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",55.7615056,12.4525557,2880,Bagsværd,,0,1
80,Sandwich Catering,"Nordlundsvej 39, Hvidovre","(12.4590334, 55.6414804)",3.7,12,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJo53q6aNWUkYR7BtnbftFRLs,OPERATIONAL,"Nordlundsvej 39, 2650 Hvidovre, Denmark",,,http://www.sandwichcatering.dk/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",55.6414804,12.4590334,2650,Hvidovre,,0,1
81,THE BURGER Hvidovre,"Nordlundsvej 39, Hvidovre","(12.4589942, 55.6415133)",4.4,223,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJgXsu6KNWUkYRF47XsF3fZng,OPERATIONAL,"Nordlundsvej 39, 2650 Hvidovre, Denmark",36 77 85 84,2.0,https://theburgerhvidovre.dk/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",55.6415133,12.4589942,2650,Hvidovre,"[1, 2, 1, 2]",30013727,1
82,Scandic Hvidovre,"Kettevej 4, Hvidovre","(12.4594419, 55.6465206)",3.9,1149,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ14nnSqRWUkYRF7QujDRKLhw,OPERATIONAL,"Kettevej 4, 2650 Hvidovre, Denmark",36 86 04 00,,https://www.scandichotels.dk/hoteller/danmark/kobenhavn/scandic-hvidovre?utm_campaign=gmb&utm_source=google&utm_medium=organic&utm_content=hvidovre,,55.6465206,12.4594419,2650,Hvidovre,['Elite'],12596774,1
83,Rebæk Pizza,"Immerkær 27, Hvidovre","(12.4580457, 55.663756)",3.9,91,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ5RGLsU1RUkYR9JRfiRcLi4Y,OPERATIONAL,"Immerkær 27, 2650 Hvidovre, Denmark",36 48 29 45,,https://www.eatonline.dk/restaurant/89/rebk-pizza,"('1000', '2130'); ('1000', '2130'); ('1000', '2130'); ('1000', '2130'); ('1000', '2130'); ('1000', '2130'); ('1000', '2130')",55.663756,12.4580457,2650,Hvidovre,['Elite'],27761976,1
84,KFC,"Tårnvej 3, Rødovre","(12.4559608, 55.67153190000001)",3.6,1214,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJa5HwHkZRUkYROcbahgYIyuU,OPERATIONAL,"Tårnvej 3, 2610 Rødovre, Denmark",70 27 27 01,,https://www.kfc.dk/?utm_source=gmb&utm_medium=yext&y_source=1_MTkxMDM3MTAtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.67153190000001,12.4559608,2610,Rødovre,['Elite'],15498773,1
85,9-Ni Running Sushi,"Roskildevej 320, Rødovre","(12.4584156, 55.67153559999999)",3.9,557,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJy4IJ-kVRUkYROm238C2ph5w,OPERATIONAL,"Roskildevej 320, 2610 Rødovre, Denmark",36 31 31 38,2.0,http://ninirunningsushi.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.67153559999999,12.4584156,2610,Rødovre,,0,1
86,Sachi Sushi,"Rødovre Centrum 25, Rødovre","(12.4577923, 55.6789825)",4.0,127,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJr8YxHkFRUkYRIOS-npLdWGk,OPERATIONAL,"Rødovre Centrum 25, 2610 Rødovre, Denmark",36 48 48 30,,http://www.sachisushi.dk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",55.6789825,12.4577923,2610,Rødovre,['Elite'],38218255,1
87,Sunset Boulevard Rødovre,"Rødovre Centrum 135, Rødovre","(12.4579086, 55.6790269)",2.8,115,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJXaplBUFRUkYRZdS122_9dMQ,OPERATIONAL,"Rødovre Centrum 135, 2610 Rødovre, Denmark",36 11 03 23,2.0,https://www.sunset-boulevard.dk/,"('1000', '1800'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1800')",55.6790269,12.4579086,2610,Rødovre,,0,1
88,Joe & The Juice,"Rødovre Centrum 238, Rødovre","(12.4568368, 55.67969600000001)",3.6,57,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJjTn1-0BRUkYR7Yuiq3DLbJo,OPERATIONAL,"Rødovre Centrum 238, 2610 Rødovre, Denmark",,2.0,http://www.joejuice.com/,"('1000', '1800'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1800')",55.67969600000001,12.4568368,2610,Rødovre,,0,1
89,Öz Konya Kebab Rødovre,"Rødovre Centrum 86, Rødovre","(12.4566378, 55.6780651)",3.8,41,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJEw0QqKtRUkYRRT6ZkMtdoGA,OPERATIONAL,"Rødovre Centrum 86, 2610 Rødovre, Denmark",53 55 57 18,,https://ozkonyarodovre.dk/,"('1000', '1800'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1900')",55.6780651,12.4566378,2610,Rødovre,,0,1
90,Bull’s GastroPub & Sport,"Rødovre Centrum 92, Rødovre","(12.4559054, 55.678524)",2.9,8,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJyQBaMg1RUkYRQ1Sn-_ZdW2I,OPERATIONAL,"Rødovre Centrum 92, 2610 Rødovre, Denmark",30 45 44 64,,,"('1000', '1800'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900')",55.678524,12.4559054,2610,Rødovre,,0,1
91,Steff's Place,"Rødovre Centrum 157, Rødovre","(12.4585009, 55.6795838)",4.2,76,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJvfb6p0FRUkYRO77mnoA9po4,OPERATIONAL,"Rødovre Centrum 157, 2610 Rødovre, Denmark",36 72 29 52,,http://www.steffsplace.dk/,"('1000', '1700'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1700')",55.6795838,12.4585009,2610,Rødovre,,0,1
92,Det Grønne Køkken,"Højnæsvej 70, Rødovre","(12.4595933, 55.6789052)",3.8,24,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJv-jYXydRUkYRTc7nO__IUmE,OPERATIONAL,"Højnæsvej 70, 2610 Rødovre, Denmark",93 10 81 00,,https://www.detgronnekokken.dk/,"('1000', '1800'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1800')",55.6789052,12.4595933,2610,Rødovre,,0,1
93,Pizza & Burger House - Rødovre,"Birkmosevej 2, Rødovre","(12.4599321, 55.68254049999999)",3.9,92,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJcyNOd2pRUkYR6dvYltsYqGE,OPERATIONAL,"Birkmosevej 2, 2610 Rødovre, Denmark",36 70 34 11,2.0,http://www.pizzaburger.house/,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.68254049999999,12.4599321,2610,Rødovre,,0,1
94,Trattoria Nuova Italia,"Fortvej 1A, Rødovre","(12.4591334, 55.6959107)",4.3,438,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJv6NQBA1RUkYRynwMYcKVkSs,OPERATIONAL,"Fortvej 1A, 2610 Rødovre, Denmark",36 72 40 00,2.0,https://www.trattorianuovaitalia.dk/,"('1000', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1000', '2100')",55.6959107,12.4591334,2610,Rødovre,,0,1
95,Horsevænget Pizza,"Horsevænget 5, Rødovre","(12.4564434, 55.69896199999999)",3.8,61,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJs0KtcwxRUkYR6OJv-s9yk2w,OPERATIONAL,"Horsevænget 5, 2610 Rødovre, Denmark",36 70 44 14,,,"('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100')",55.69896199999999,12.4564434,2610,Rødovre,['Elite'],21880477,1
96,Pizzeria Burgerhouse,"Rybjerg Alle 91, Søborg","(12.4594984, 55.72645240000001)",4.1,81,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ9ehvGrhRUkYRN1ovFwk5nCk,OPERATIONAL,"Rybjerg Alle 91, 2860 Søborg, Denmark",44 94 05 53,2.0,https://www.hungry.dk/soeborg/pizzeria-burgerhouse/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",55.72645240000001,12.4594984,2730,Herlev,,0,1
97,Wasabi Sushi Lounge ApS,"Bagsværd Hovedgade 77, Bagsværd","(12.4579828, 55.7589067)",4.3,106,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJAfaoJy1OUkYRLhDgnTix4eM,OPERATIONAL,"Bagsværd Hovedgade 77, 2880 Bagsværd, Denmark",53 38 33 44,2.0,http://wasabisushi.dk/da,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",55.7589067,12.4579828,2880,Bagsværd,['Elite'],35140069,1
