,Unnamed: 0,Unnamed: 0.1,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,smileys,cvr_number,checked_findsmiley,city_name
54,54,ChIJvbhsa0tQUkYRdvxGgvnMg74,Tribe Takeaway,"Herlev Bygade 34, Herlev","(55.7251886, 12.4387296)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJvbhsa0tQUkYRdvxGgvnMg74,OPERATIONAL,"Herlev Bygade 34, 2730 Herlev, Denmark",71 99 29 38,,,,,,1,Herlev
55,55,ChIJLQHSWlhRUkYReIOIXT-c4TY,Katsura Sushi,"Herlev Bygade 40, Herlev","(55.7252093, 12.4384774)",4.0,111.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJLQHSWlhRUkYReIOIXT-c4TY,OPERATIONAL,"Herlev Bygade 40, 2730 Herlev, Denmark",44 50 02 08,,https://sushikatsura.dk/,"('1200', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1200', '2200'); ('1200', '2200')",,,1,Herlev
56,56,ChIJxwnkJCpRUkYRYeBvuxPWbcU,Kinesser,"Herlev Bygade 40, Herlev","(55.72523340000001, 12.4382951)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJxwnkJCpRUkYRYeBvuxPWbcU,OPERATIONAL,"Herlev Bygade 40, 2730 Herlev, Denmark",,,,,,,1,Herlev
57,57,ChIJg_ZGoDRQUkYRhRSK2lVuWkU,La Sosta Pizza & Burger House,"Runddyssen 6, Herlev","(55.7345504, 12.4437009)",3.8,111.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJg_ZGoDRQUkYRhRSK2lVuWkU,OPERATIONAL,"Runddyssen 6, 2730 Herlev, Denmark",44 92 65 28,2.0,https://la-sosta.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",['Elite'],28351178,1,Herlev
58,58,ChIJg_ZGoDRQUkYR1nJ46jOUFto,La Sosta Herlev,"Runddyssen, Herlev","(55.73448430000001, 12.44384)",2.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJg_ZGoDRQUkYR1nJ46jOUFto,OPERATIONAL,"Runddyssen, 2730 Herlev, Denmark",44 92 65 28,,https://la-sosta.dk/Contact,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",['Elite'],28351178,1,Herlev
59,59,ChIJG1yQD9pPUkYRswTVlZabUOM,Værebro Pizza,"Værebrovej 72, Bagsværd","(55.75729070000001, 12.4395738)",3.7,67.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJG1yQD9pPUkYRswTVlZabUOM,OPERATIONAL,"Værebrovej 72, 2880 Bagsværd, Denmark",44 44 04 29,,https://www.vaerebropizzaria.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')","[1, 1, 1, 2]",33416857,1,Bagsværd
60,60,ChIJueUcvItXUkYRuxSvMLN-qF4,Dit lokale Thai køkken,"Trædrejerporten 1 C/o Avedøre Idrætscenter / Avedøre Svømmehal, Hvidovre","(55.6277081, 12.4462237)",4.5,10.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJueUcvItXUkYRuxSvMLN-qF4,OPERATIONAL,"Trædrejerporten 1 C/o Avedøre Idrætscenter / Avedøre Svømmehal, 2650 Hvidovre, Denmark",31 21 02 08,,http://www.jasminris.dk/,"('1000', '2000'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1000', '2100')","[1, 1, 1]",37940321,1,Hvidovre
61,61,ChIJe8QfH69XUkYRmQufy9izqYk,Filmbyen,"Filmbyen 22, Hvidovre","(55.6334791, 12.4464608)",5.0,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJe8QfH69XUkYRmQufy9izqYk,OPERATIONAL,"Filmbyen 22, 2650 Hvidovre, Denmark",,,,,,,1,Hvidovre
62,62,ChIJPXK_9_xXUkYRtZ0Qg_sTYdQ,PremiumGourmet,"Byvej 55, Hvidovre","(55.64091439999999, 12.4480506)",5.0,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJPXK_9_xXUkYRtZ0Qg_sTYdQ,OPERATIONAL,"Byvej 55, 2650 Hvidovre, Denmark",,,http://premiumgourmet.dk/,,,,1,Hvidovre
63,63,ChIJnUIEgQRTUkYRtaok_1tsxX8,Simply Cooking A / S,"Valhøjs Alle 126, Rødovre","(55.673325, 12.445984)",4.1,26.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJnUIEgQRTUkYRtaok_1tsxX8,OPERATIONAL,"Valhøjs Alle 126, 2610 Rødovre, Denmark",22 20 06 48,,http://simplycooking.dk/,,,,1,Rødovre
64,64,ChIJJdcAIj1RUkYRL6wM_2w8-lk,Carlsros Selskabslokaler,"Borgm G Jensens Vej 17, Rødovre","(55.68183550000001, 12.4453038)",3.7,28.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJdcAIj1RUkYRL6wM_2w8-lk,OPERATIONAL,"Borgm G Jensens Vej 17, 2610 Rødovre, Denmark",,,,"('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200')",,,1,Rødovre
65,65,ChIJgbeN9hVRUkYRkham3pQJ8Xw,Lucerne Pizza & Indisk Specialiteter,"Lucernevej 58, Rødovre","(55.6837001, 12.4459813)",3.8,48.0,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJgbeN9hVRUkYRkham3pQJ8Xw,OPERATIONAL,"Lucernevej 58, 2610 Rødovre, Denmark",36 70 38 88,,https://www.hungry.dk/roedovre/lucerne-pizza-indisk-specialiteter/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1200', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1200', '2200')","[1, 1, 1, 2]",30150724,1,Rødovre
66,66,ChIJEQEmlAdRUkYRG4DWHTpMkPM,The Pizza,"Islevbrovej 32, Rødovre","(55.7050478, 12.445872)",3.9,83.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJEQEmlAdRUkYRG4DWHTpMkPM,OPERATIONAL,"Islevbrovej 32, 2610 Rødovre, Denmark",44 24 24 15,2.0,https://www.hungry.dk/roedovre/the-pizza/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1500', '2100'); ('1530', '2100'); ('1530', '2100'); ('1530', '2100'); ('1530', '2100'); ('1530', '2100'); ('1500', '2100')",,,1,Rødovre
67,67,ChIJPwFM6gdRUkYRcsyiDwIuvFo,Indian Curry,"Islevbrovej 25, Rødovre","(55.7048634, 12.4466093)",4.0,51.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJPwFM6gdRUkYRcsyiDwIuvFo,OPERATIONAL,"Islevbrovej 25, 2610 Rødovre, Denmark",44 24 03 52,2.0,https://www.hungry.dk/roedovre/indian-curry/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",,,1,Rødovre
68,68,ChIJ1yNPD2tRUkYRiACcxwD_jF4,Oscars Cantina,"Islevbrovej 23, Rødovre","(55.7049051, 12.4469911)",3.8,70.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ1yNPD2tRUkYRiACcxwD_jF4,OPERATIONAL,"Islevbrovej 23, 2610 Rødovre, Denmark",44 94 61 01,,https://www.oscarscantina.dk/,"('1200', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1200', '2145')",[1],33424531,1,Rødovre
69,69,ChIJS768UqhRUkYRPBg3BAbb4aY,Pizzeria Costa Italiana ApS,"Viemosevej 19, Rødovre","(55.708385, 12.44596)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJS768UqhRUkYRPBg3BAbb4aY,OPERATIONAL,"Viemosevej 19, 2610 Rødovre, Denmark",39 40 00 30,,,,,,1,Rødovre
70,70,ChIJ1ZsWWQlRUkYRKLJZXXBoCwE,Profumo Di Pane,"Runddyssen 1B, Herlev","(55.7313944, 12.4469247)",5.0,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ1ZsWWQlRUkYRKLJZXXBoCwE,OPERATIONAL,"Runddyssen 1B, 2730 Herlev, Denmark",26 19 68 88,,,,['Elite'],33818084,1,Herlev
71,71,ChIJUcVUvy1QUkYRZVRrf5yegvE,Haveforening Nyvang,"Klausdalsbrovej 307, Herlev","(55.7451579, 12.4447301)",4.1,11.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJUcVUvy1QUkYRZVRrf5yegvE,OPERATIONAL,"Klausdalsbrovej 307, 2730 Herlev, Denmark",,,https://haveforeningnyvang.dk/,,,,1,Herlev
72,72,ChIJN429J9BPUkYRvGK357HQWhA,WildFolk Catering,"Bagsværd Hovedgade 210, Bagsværd","(55.76266099999999, 12.445137)",4.0,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJN429J9BPUkYRvGK357HQWhA,OPERATIONAL,"Bagsværd Hovedgade 210, 2880 Bagsværd, Denmark",81 71 95 22,,,"('0600', '2000'); ('0600', '2000'); ('0600', '2000'); ('0600', '2000'); ('0600', '2000'); ('0600', '2000'); ('0600', '2000')",,,1,Bagsværd
73,73,ChIJCXtvAIRWUkYRmiQG9opUFo8,Makiabodyspirit v/Karrinna Mie Ceciillie Christensen,"Fortvænget 21, Hvidovre","(55.6212645, 12.4506435)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJCXtvAIRWUkYRmiQG9opUFo8,OPERATIONAL,"Fortvænget 21, 2650 Hvidovre, Denmark",24 80 45 13,,,,,,1,Hvidovre
74,74,ChIJIXqa-TdRUkYRYoDmXWvnm10,Team Coma,"Brandholms Alle 7C, Rødovre","(55.671796, 12.448658)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJIXqa-TdRUkYRYoDmXWvnm10,OPERATIONAL,"Brandholms Alle 7C, 2610 Rødovre, Denmark",51 32 78 82,,,,,,1,Rødovre
75,75,ChIJxU7lvz9RUkYRagke7I0lsss,Restaurant Nuova Italia,"Tårnvej 215, Rødovre","(55.68157289999999, 12.4519544)",4.3,584.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJxU7lvz9RUkYRagke7I0lsss,OPERATIONAL,"Tårnvej 215, 2610 Rødovre, Denmark",36 72 81 29,2.0,https://www.ristorantenuovaitalia.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",['Elite'],40023364,1,Rødovre
76,76,ChIJw07lvz9RUkYRxKNhxjs3Zb0,Restauranter I Rødovre,"Tårnvej 215, Rødovre","(55.68157189999999, 12.4519402)",5.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJw07lvz9RUkYRxKNhxjs3Zb0,OPERATIONAL,"Tårnvej 215, 2610 Rødovre, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,Rødovre
77,77,ChIJgyarghVRUkYRRn_gmS-abbk,Anam,"Lucernevej 6, Rødovre","(55.68383439999999, 12.4509992)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJgyarghVRUkYRRn_gmS-abbk,OPERATIONAL,"Lucernevej 6, 2610 Rødovre, Denmark",32 13 19 32,,,,,,1,Rødovre
78,78,ChIJ-QxxFxRRUkYRraYKaa0RZv4,Sam 2610,"Tårnvej 321, Rødovre","(55.687696, 12.449788)",4.1,61.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-QxxFxRRUkYRraYKaa0RZv4,OPERATIONAL,"Tårnvej 321, 2610 Rødovre, Denmark",91 96 00 66,2.0,https://sam2610.dk/,"('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200')",,,1,Rødovre
79,79,ChIJ4VfIMw5RUkYR1tbpbtC5grM,Islev Pizza & Burger,"Tårnvej 475 A, Rødovre","(55.6955296, 12.4483117)",4.0,145.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4VfIMw5RUkYR1tbpbtC5grM,OPERATIONAL,"Tårnvej 475 A, 2610 Rødovre, Denmark",36 72 70 80,2.0,http://www.islevpizza.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",,,1,Rødovre
80,80,ChIJwZa8xbFRUkYRGLrSuGY7HAg,Dalle Valle,"Herlev Hovedgade 17, Herlev","(55.7181741, 12.4494514)",3.6,1007.0,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",ChIJwZa8xbFRUkYRGLrSuGY7HAg,OPERATIONAL,"Herlev Hovedgade 17, 2730 Herlev, Denmark",44 91 45 20,2.0,https://dallevalle.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",,,1,Herlev
81,81,ChIJxwHFTLBRUkYRwFIGuH5B2FY,Leo's Legeland,"Herlev Hovedgade 31, Herlev","(55.7181627, 12.449629)",3.9,701.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJxwHFTLBRUkYRwFIGuH5B2FY,OPERATIONAL,"Herlev Hovedgade 31, 2730 Herlev, Denmark",44 65 00 60,,https://www.leoslegeland.dk/herlev/,"('0900', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('0900', '1900')",,,1,Herlev
82,82,ChIJSWZQtrFRUkYRvY6RtB1btgc,MAX Burgers,"Herlev Hovedgade 55, Herlev","(55.71853059999999, 12.4501191)",3.7,1890.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJSWZQtrFRUkYRvY6RtB1btgc,OPERATIONAL,"Herlev Hovedgade 55, 2730 Herlev, Denmark",79 30 43 43,2.0,http://g6.max.dk/store-locator/Find-max/Herlev/?utm_source=listings&utm_medium=local&utm_campaign=yext&utm_content=11342,"('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '0000'); ('1000', '0000')",,,1,Herlev
83,83,ChIJTTlKU7BRUkYRmARvdNgIwo4,Bone's Herlev,"Herlev Hovedgade 53, Herlev","(55.7184833, 12.4502477)",4.0,1357.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJTTlKU7BRUkYRmARvdNgIwo4,OPERATIONAL,"Herlev Hovedgade 53, 2730 Herlev, Denmark",88 17 88 18,2.0,http://www.bones.dk/,"('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200')",,,1,Herlev
84,84,ChIJxwHFTLBRUkYRp0MhOknbhJY,BIG Shopping,"Herlev Hovedgade 17, Herlev","(55.71884949999999, 12.4506614)",3.8,6753.0,"['shopping_mall', 'bakery', 'grocery_or_supermarket', 'home_goods_store', 'restaurant', 'food', 'gym', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']",ChIJxwHFTLBRUkYRp0MhOknbhJY,OPERATIONAL,"Herlev Hovedgade 17, 2730 Herlev, Denmark",,,https://bigshopping.dk/,"('1000', '1700'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1700')",,,1,Herlev
85,85,ChIJmUXyzbFRUkYRqAM1E9rbGZ0,Cafe A,"BIG Shopping, Herlev Hovedgade 17, Herlev","(55.7180682, 12.4497555)",3.7,529.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJmUXyzbFRUkYRqAM1E9rbGZ0,OPERATIONAL,"BIG Shopping, Herlev Hovedgade 17, 2730 Herlev, Denmark",44 91 05 15,1.0,https://cafe-a.dk/,"('1000', '2130'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",,,1,Herlev
86,86,ChIJf3yRerFRUkYRwzyjbBEjb4k,Chicago Roasthouse,"Herlev Hovedgade 62, Herlev","(55.7206787, 12.4484561)",4.0,249.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJf3yRerFRUkYRwzyjbBEjb4k,OPERATIONAL,"Herlev Hovedgade 62, 2730 Herlev, Denmark",70 10 17 77,2.0,https://www.crh-kbh.dk/,"('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200')",['Elite'],27559352,1,Herlev
87,87,ChIJN_Bw555RUkYRv3XDfrvgk4k,Jane's Smørrebrød/Catering,"Herlev Hovedgade 60, Herlev","(55.7205464, 12.4487055)",3.3,3.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJN_Bw555RUkYRv3XDfrvgk4k,OPERATIONAL,"Herlev Hovedgade 60, 2730 Herlev, Denmark",20 89 89 94,,https://www.janessmoerrebroed.dk/,,[1],35070788,1,Herlev
88,88,ChIJTeuJ9JtRUkYR7wD2qZ1sRpM,Doneros Shawarma,"Herlev Hovedgade 60, Herlev","(55.720592, 12.4487108)",5.0,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJTeuJ9JtRUkYR7wD2qZ1sRpM,OPERATIONAL,"Herlev Hovedgade 60, 2730 Herlev, Denmark",44 91 00 07,,https://doneros.meal4u.dk/,"('1200', '2100'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",,,1,Herlev
89,89,ChIJtX-51dNPUkYRBrgOLJcKZzg,Dar Atlas,"Bagsværd Hovedgade 174, Bagsværd","(55.7614925, 12.4499811)",4.7,33.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJtX-51dNPUkYRBrgOLJcKZzg,OPERATIONAL,"Bagsværd Hovedgade 174, 2880 Bagsværd, Denmark",22 43 28 80,,http://www.daratlas.dk/,,,,1,Bagsværd
90,90,ChIJW6M5HdJPUkYRwddY_FS7aDA,Tatami Sushi ApS,"Bagsværd Hovedgade 172, Bagsværd","(55.761477, 12.4501646)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJW6M5HdJPUkYRwddY_FS7aDA,OPERATIONAL,"Bagsværd Hovedgade 172, 2880 Bagsværd, Denmark",,,,"('1200', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,Bagsværd
91,91,ChIJ09Y7G9JPUkYRYXqc7hxUQIU,Bing Bong,"Bagsværd Hovedgade 162, Bagsværd","(55.76142660000001, 12.4507827)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ09Y7G9JPUkYRYXqc7hxUQIU,OPERATIONAL,"Bagsværd Hovedgade 162, 2880 Bagsværd, Denmark",,,,,,,1,Bagsværd
92,92,ChIJtyTJEdJPUkYRnOI-8VvE1wQ,Bella Rosa Pizzaria,"Bagsværd Hovedgade 156, Bagsværd","(55.76130789999999, 12.4513909)",4.2,110.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJtyTJEdJPUkYRnOI-8VvE1wQ,OPERATIONAL,"Bagsværd Hovedgade 156, 2880 Bagsværd, Denmark",44 44 00 82,,http://bellarosa.meal4u.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",['Elite'],19157490,1,Bagsværd
93,93,ChIJS3tF5YFPUkYRbmY6na1iPXQ,Youmi Sushi,"Bagsværd Hovedgade 154, Bagsværd","(55.7613103, 12.4515232)",4.4,113.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJS3tF5YFPUkYRbmY6na1iPXQ,OPERATIONAL,"Bagsværd Hovedgade 154, 2880 Bagsværd, Denmark",26 25 68 88,,http://youmisushi.dk/,"('1400', '2200'); ('1400', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",,,1,Bagsværd
94,94,ChIJlWlvKNZVUkYROBBzG7e_NDs,Bad Butcher's,"Kanalholmen 37, Hvidovre","(55.6074677, 12.4527635)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJlWlvKNZVUkYROBBzG7e_NDs,OPERATIONAL,"Kanalholmen 37, 2650 Hvidovre, Denmark",36 34 30 00,,,,,,1,Hvidovre
95,95,ChIJ49ITqHhWUkYR_6uLmAezSLo,Scanfood,"Kanalholmen 25, Hvidovre","(55.6089572, 12.4531725)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ49ITqHhWUkYR_6uLmAezSLo,OPERATIONAL,"Kanalholmen 25, 2650 Hvidovre, Denmark",32 96 90 35,,http://www.scan-food.dk/,,,,1,Hvidovre
96,96,ChIJ49ITqHhWUkYR7keauMIprTg,I-food.dk,"Kanalholmen 25, Hvidovre","(55.60926199999999, 12.45436)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ49ITqHhWUkYR7keauMIprTg,OPERATIONAL,"Kanalholmen 25, 2650 Hvidovre, Denmark",,,http://www.i-food.dk/,,,,1,Hvidovre
97,97,ChIJf203BtZVUkYRUKOwK0aXoxE,The Italian Food Company Aps,"Kanalholmen 25, Hvidovre","(55.60926199999999, 12.45436)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJf203BtZVUkYRUKOwK0aXoxE,CLOSED_TEMPORARILY,"Kanalholmen 25, 2650 Hvidovre, Denmark",33 11 47 20,,,,,,1,Hvidovre
98,98,ChIJnRfyJWNXUkYRL39U5UW73bA,Madkassen Avedøre,"Kanalholmen, Hvidovre","(55.61275639999999, 12.4531785)",4.1,17.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJnRfyJWNXUkYRL39U5UW73bA,OPERATIONAL,"Kanalholmen, 2650 Hvidovre, Denmark",,,http://www.mad-kassen.dk/,,['Elite'],37826480,1,Hvidovre
99,99,ChIJb5yyqqFXUkYRbYSRWYWmqLk,Steff Houlberg Grillen,Hvidovre,"(55.61301989999999, 12.453394)",4.4,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJb5yyqqFXUkYRbYSRWYWmqLk,OPERATIONAL,"2650 Hvidovre, Denmark",,,,,,,1,Hvidovre
100,100,ChIJpR1yRINWUkYR-w0hJShHMls,Burger Station,"Kærgårdsvej 52, Hvidovre","(55.62521880000001, 12.4543025)",4.5,294.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJpR1yRINWUkYR-w0hJShHMls,OPERATIONAL,"Kærgårdsvej 52, 2650 Hvidovre, Denmark",31 56 56 56,2.0,https://burgerstation.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=5,,,,1,Hvidovre
101,101,ChIJOdFsQYNWUkYRTSlOUKoYvtI,Burger Station Hvidovre,"Kærgårdsvej 52, Hvidovre","(55.62521880000001, 12.4543025)",5.0,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJOdFsQYNWUkYRTSlOUKoYvtI,OPERATIONAL,"Kærgårdsvej 52, 2650 Hvidovre, Denmark",31 56 56 56,,https://burgerstation.dk/Contact,,['Elite'],36995270,1,Hvidovre
102,102,ChIJ90qaUoNWUkYRDSWghTX6Kys,King Sandwich og Bagel,"Sadelmagerporten 4, Hvidovre","(55.62629899999999, 12.454112)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ90qaUoNWUkYRDSWghTX6Kys,OPERATIONAL,"Sadelmagerporten 4, 2650 Hvidovre, Denmark",32 16 99 04,,,"('1200', '2000'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1200', '2000'); ('1200', '2000')",,,1,Hvidovre
103,103,ChIJtXN6TYNWUkYR-V-c10duAo8,Oasen Pizzaria,"Sadelmagerporten 4, Hvidovre","(55.62629899999999, 12.454112)",4.2,200.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJtXN6TYNWUkYR-V-c10duAo8,OPERATIONAL,"Sadelmagerporten 4, 2650 Hvidovre, Denmark",36 49 98 41,2.0,https://oasenpizzaria.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",,,1,Hvidovre
104,104,ChIJB2EmqldXUkYRzO15wylTUck,Fresh’n Deli,"Sadelmagerporten 2, Hvidovre","(55.62703130000001, 12.4541161)",2.5,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJB2EmqldXUkYRzO15wylTUck,OPERATIONAL,"Sadelmagerporten 2, 2650 Hvidovre, Denmark",93 92 94 19,,,,['Elite'],41668237,1,Hvidovre
105,105,ChIJ-SevdPZXUkYREw7LBcPkuno,Fruits in the forest,"Sadelmagerporten 2, Hvidovre","(55.62703130000001, 12.454116)",5.0,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-SevdPZXUkYREw7LBcPkuno,OPERATIONAL,"Sadelmagerporten 2, 2650 Hvidovre, Denmark",27 64 25 35,,,,,,1,Hvidovre
106,106,ChIJK6tEvkhRUkYR9jXH9Ej_xSg,Byens Pizza & Burger House,"Nørrekær 1, Rødovre","(55.670243, 12.455266)",3.8,45.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJK6tEvkhRUkYR9jXH9Ej_xSg,OPERATIONAL,"Nørrekær 1, 2610 Rødovre, Denmark",36 31 33 31,,http://byenspizzakebab2610.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",,,1,Rødovre
107,107,ChIJK6tEvkhRUkYR8DWDUkeaBCk,Flintstones Grill & Pizza,"Nørrekær 1A, Rødovre","(55.669899, 12.45565)",3.4,18.0,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJK6tEvkhRUkYR8DWDUkeaBCk,OPERATIONAL,"Nørrekær 1A, 2610 Rødovre, Denmark",36 48 20 30,,http://www.flintstonesgrill.dk/,"('1200', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130')",,,1,Rødovre
