,Unnamed: 0,Unnamed: 0.1,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,smileys,cvr_number,checked_findsmiley,city_name
3035,3035,ChIJqXx82gtNUkYRMEOoryJ17j4,Olivers Garage,"Kystvejen 24, Charlottenlund","(55.76324, 12.59948)",4.1,408.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJqXx82gtNUkYRMEOoryJ17j4,OPERATIONAL,"Kystvejen 24, 2920 Charlottenlund, Denmark",44 11 39 11,2.0,http://oliversgarage.dk/,"('0900', '2100'); ('0900', '2100'); ('0900', '2100'); ('0900', '2100'); ('0900', '2100'); ('0900', '2100'); ('0900', '2100')","[2, 1, 2, 1]",17798049,1,Charlottenlund
3036,3036,ChIJcS-4xAtNUkYRR8ZBXxSx1w0,Il Gabbiano Skovshoved,"Skovshoved Havn 1B, Charlottenlund","(55.7620594, 12.5997386)",4.0,314.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJcS-4xAtNUkYRR8ZBXxSx1w0,OPERATIONAL,"Skovshoved Havn 1B, 2920 Charlottenlund, Denmark",39 65 67 05,2.0,http://www.ilgabbiano.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')","[1, 4, 1, 2]",41565306,1,Charlottenlund
3037,3037,ChIJj1A0YXNNUkYR7Vm2oVM3IDo,Skovs - Proviant,"2920, Skovshoved Havn 1E, Charlottenlund","(55.76344069999999, 12.5999456)",5.0,7.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJj1A0YXNNUkYR7Vm2oVM3IDo,OPERATIONAL,"2920, Skovshoved Havn 1E, 2920 Charlottenlund, Denmark",39 64 30 46,,,,,,1,Charlottenlund
3038,3038,ChIJrX49AzarU0YRJNmBWTFypNw,Grtg,"Englandsvej 382A, Kastrup","(55.62205979999999, 12.6030876)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJrX49AzarU0YRJNmBWTFypNw,OPERATIONAL,"Englandsvej 382A, 2770 Kastrup, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,Kastrup
3039,3039,ChIJGWgQ90yrU0YRGzQLx7vUOJw,Restaurant Flakfortet Selskabslokaler,"Tårnby Torv 11A, Kastrup","(55.630062, 12.6014744)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJGWgQ90yrU0YRGzQLx7vUOJw,OPERATIONAL,"Tårnby Torv 11A, 2770 Kastrup, Denmark",,,https://selskabslokaler.dk/leje/storkobenhavn/2770-kastrup/restaurant-flakfortet-selskabslokaler-1085,,,,1,Kastrup
3040,3040,ChIJkW4Tc2CrU0YRBiOX_Gk8xtU,Pølsevogn Tårnby Torv,Kastrup,"(55.630166, 12.6011769)",5.0,2.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJkW4Tc2CrU0YRBiOX_Gk8xtU,OPERATIONAL,"2770 Kastrup, Denmark",,,,,,,1,Kastrup
3041,3041,ChIJO6-4_EyrU0YRWyeRpvRhxp0,Oksen Bodega v/Vivian Hansen,"Tårnby Torv 5, Kastrup","(55.63055079999999, 12.6013058)",4.4,112.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJO6-4_EyrU0YRWyeRpvRhxp0,OPERATIONAL,"Tårnby Torv 5, 2770 Kastrup, Denmark",32 51 12 10,1.0,,"('1100', '1800'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2200'); ('1000', '0000'); ('1000', '2100')",,,1,Kastrup
3042,3042,ChIJO6-4_EyrU0YRG7Y3H3n5mII,Tårnby Torv Cantina v/Ganber Ugur,"Tårnby Torv 5, Kastrup","(55.63063210000001, 12.6012594)",4.0,204.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJO6-4_EyrU0YRG7Y3H3n5mII,OPERATIONAL,"Tårnby Torv 5, 2770 Kastrup, Denmark",32 52 22 55,2.0,http://www.taarnbycafe.dk/,"('1100', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1100', '2200')",,,1,Kastrup
3043,3043,ChIJte4E3lKrU0YRPsesTZSWnSY,House Of Flavour,"Melstedvej 21, Kastrup","(55.636105, 12.602569)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJte4E3lKrU0YRPsesTZSWnSY,OPERATIONAL,"Melstedvej 21, 2770 Kastrup, Denmark",23 96 54 81,,,,,,1,Kastrup
3044,3044,ChIJlTNk51KrU0YRkTjrf46dtb8,Mario's Pizza & Grillbar,"Melstedvej 17, Kastrup","(55.6359736, 12.6025631)",3.5,52.0,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJlTNk51KrU0YRkTjrf46dtb8,OPERATIONAL,"Melstedvej 17, 2770 Kastrup, Denmark",32 51 54 79,,,"('1130', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1130', '2130')",,,1,Kastrup
3045,3045,ChIJY6X43VKrU0YR1j5j9vhaIKc,Restaurant Proletar,"Melstedvej 19, Kastrup","(55.636042, 12.602579)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJY6X43VKrU0YR1j5j9vhaIKc,OPERATIONAL,"Melstedvej 19, 2770 Kastrup, Denmark",29 90 71 44,,,,,,1,Kastrup
3046,3046,ChIJ8eKnkAarU0YRgbWlbIwOx-U,vivid sushi,"Melstedvej 19, Kastrup","(55.636042, 12.602579)",4.2,22.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8eKnkAarU0YRgbWlbIwOx-U,OPERATIONAL,"Melstedvej 19, 2770 Kastrup, Denmark",91 99 85 66,,https://vivid-sushi.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,,,,1,Kastrup
3047,3047,ChIJMVy6d1VTUkYRUQD_PnKak6k,Cafe 8eren,"Sundbyvestervej 95, København","(55.6458597, 12.6011746)",4.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJMVy6d1VTUkYRUQD_PnKak6k,OPERATIONAL,"Sundbyvestervej 95, 2300 København, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,København
3048,3048,ChIJwVYBalJTUkYReJMjFny8KZA,Power Grill,"Englandsvej 35, København","(55.654695, 12.6036466)",4.2,90.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJwVYBalJTUkYReJMjFny8KZA,OPERATIONAL,"Englandsvej 35, 2300 København, Denmark",29 83 26 88,1.0,https://www.dagensmenu.dk/takeaway/power-grill-amager-k%C3%B8benhavn-s?ad-id=2227,"('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100')",,,1,København
3049,3049,ChIJUWI-clJTUkYRaqqD4gKLkYI,Macho Salad,"Englandsvej 34, København","(55.65545849999999, 12.6038125)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJUWI-clJTUkYRaqqD4gKLkYI,OPERATIONAL,"Englandsvej 34, 2300 København, Denmark",25 14 30 99,,,,,,1,København
3050,3050,ChIJrRpq7YpTUkYRQrsnqeBJ-R8,Flintstones Grill,"Englandsvej 34, København","(55.6554894, 12.6038218)",3.4,114.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJrRpq7YpTUkYRQrsnqeBJ-R8,OPERATIONAL,"Englandsvej 34, 2300 København, Denmark",32 84 11 88,,http://flintstonespizza-2300.dk/,"('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130')",,,1,København
3051,3051,ChIJi-m4YE5TUkYRtYz7xsIbK-8,Pizzeria Sardegna,"Gullandsgade 2, København","(55.6589493, 12.601052)",4.6,216.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJi-m4YE5TUkYRtYz7xsIbK-8,OPERATIONAL,"Gullandsgade 2, 2300 København, Denmark",32 58 03 40,1.0,http://www.pizzeriasardegna.dk/,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,København
3052,3052,ChIJGfZB301TUkYRYjaJvwN1q_I,La Sorpresa,"Tingvej 43, København","(55.6578379, 12.6026291)",4.9,127.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJGfZB301TUkYRYjaJvwN1q_I,OPERATIONAL,"Tingvej 43, 2300 København, Denmark",32 17 27 27,,https://pizzerialasorpresa.dk/,,,,1,København
3053,3053,ChIJ48e6LQxTUkYRLE6vPK7nPAg,Amager Lucca's Pizza,"Tingvej 30, København","(55.6585398, 12.602983)",1.9,55.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ48e6LQxTUkYRLE6vPK7nPAg,OPERATIONAL,"Tingvej 30, 2300 København, Denmark",40 23 24 98,,https://luccaspizza2300.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1100', '2340'); ('1330', '2340'); ('1330', '2340'); ('1330', '2340'); ('1330', '2340'); ('1330', '2340'); ('1100', '2340')",,,1,København
3054,3054,ChIJcUPkPrJTUkYRdwQV9Ly0eYI,Thrilla in Manila,"Tingvej 12, København S","(55.6596018, 12.6040671)",4.8,132.0,"['restaurant', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJcUPkPrJTUkYRdwQV9Ly0eYI,OPERATIONAL,"Tingvej 12, 2300 København, Denmark",31 35 54 26,,http://www.thrillainmanila.dk/,,,,1,København S
3055,3055,ChIJ2_GbI0lTUkYRXoA-pr7o0zQ,Kebabland v/Mohammad Imran,"Amagerbrogade 50, København","(55.6629783, 12.6016712)",3.8,148.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ2_GbI0lTUkYRXoA-pr7o0zQ,OPERATIONAL,"Amagerbrogade 50, 2300 København, Denmark",32 54 68 68,1.0,http://www.dagensmenu.dk/pizzeria/kebabland-2-k%C3%B8benhavn-s?ad-id=2423,"('1200', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0200'); ('1100', '0200')",,,1,København
3056,3056,ChIJH1GjAkxTUkYRGlmIbTsLEis,Venezia Pasta House,"Amagerbrogade 78, København","(55.6609781, 12.6040552)",3.7,66.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJH1GjAkxTUkYRGlmIbTsLEis,OPERATIONAL,"Amagerbrogade 78, 2300 København, Denmark",32 54 40 02,,https://veneziapasta.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,"('1300', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1300', '2200')",,,1,København
3057,3057,ChIJJ7DL4UhTUkYR_4C0wVQilDY,CCtaste,"Amagerbrogade 44, København S","(55.66360580000001, 12.6010337)",4.2,402.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJ7DL4UhTUkYR_4C0wVQilDY,OPERATIONAL,"Amagerbrogade 44, 2300 København, Denmark",32 97 99 99,2.0,http://www.cctaste.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",,,1,København S
3058,3058,ChIJyRjb4UhTUkYRWsWdPWs5QDQ,Magasasa,"Amagerbrogade 44, København S","(55.6636105, 12.6010374)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJyRjb4UhTUkYRWsWdPWs5QDQ,CLOSED_TEMPORARILY,"Amagerbrogade 44, 2300 København, Denmark",,,,,,,1,København S
3059,3059,ChIJFQqUrE5TUkYRMPhvgUkPIe8,Vagabondos Pizza Bar,"Amagerbrogade 63, København","(55.66159279999999, 12.6037901)",4.1,188.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJFQqUrE5TUkYRMPhvgUkPIe8,OPERATIONAL,"Amagerbrogade 63, 2300 København, Denmark",32 55 05 03,,http://vagabondos.dk/,"('1600', '0200'); ('1600', '0200'); ('1600', '0200'); ('1600', '0200'); ('1600', '0200'); ('1600', '0500'); ('1600', '0500')","[1, 1, 1, 2]",36041846,1,København
3060,3060,ChIJv7zP40hTUkYRTLNi1qix_nQ,Tandoor & Grill House,Denmark,"(55.6637837, 12.6008234)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJv7zP40hTUkYRTLNi1qix_nQ,OPERATIONAL,"2300 Copenhagen, Denmark",,,,,,,1,Denmark
3061,3061,ChIJK-B2HUlTUkYRI7exiGMc2kc,tasty GRILL,"Amagerbrogade 43, København","(55.6637259, 12.6012863)",3.8,85.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJK-B2HUlTUkYRI7exiGMc2kc,OPERATIONAL,"Amagerbrogade 43, 2300 København, Denmark",32 96 12 34,,https://www.tastygrill.dk/,,['Elite'],38035509,1,København
3062,3062,ChIJr_shyrFTUkYRmANaTd3ueMA,Sushi Factory Amager,"Amagerbrogade 40, København S","(55.66385, 12.6008111)",4.3,103.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJr_shyrFTUkYRmANaTd3ueMA,OPERATIONAL,"Amagerbrogade 40, 2300 København, Denmark",32 65 88 88,,http://www.sushifactory.dk/,"('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200')",,,1,København S
3063,3063,ChIJAQBMHUxTUkYRuAYGY9rpKI8,E.S.S ApS,"Amagerbrogade 78, c/o Venezia Pastahouse, Hovedstaden","(55.6609213, 12.6041183)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJAQBMHUxTUkYRuAYGY9rpKI8,CLOSED_TEMPORARILY,"Amagerbrogade 78, c/o Venezia Pastahouse, 2300 Hovedstaden, Denmark",32 54 40 02,,http://www.veneziapasta.menuen.dk/,,,,1,Hovedstaden
3064,3064,ChIJYxv2A0lTUkYRW42TKqc2V0g,Smørhullet Amager,"Holmbladsgade 5, København","(55.6643041, 12.602052)",4.5,177.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJYxv2A0lTUkYRW42TKqc2V0g,OPERATIONAL,"Holmbladsgade 5, 2300 København, Denmark",32 96 96 93,1.0,https://smorhulletamager.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1500', '2230'); ('1500', '2230'); ('1500', '2230'); ('1500', '2230'); ('1500', '2230'); ('1500', '2230'); ('1500', '2230')","[2, 2, 2, 1]",19952754,1,København
3065,3065,ChIJaerZ_EhTUkYRalAkPEnRu1g,Th. Sørensen Dinér Transportable,"Amagerbrogade 41, København","(55.6641471, 12.6010783)",4.3,330.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJaerZ_EhTUkYRalAkPEnRu1g,OPERATIONAL,"Amagerbrogade 41, 2300 København, Denmark",32 95 02 76,,https://www.ths.dk/,"('0900', '1600'); ('0800', '1800'); ('0800', '1800'); ('0800', '1800'); ('0800', '1800'); ('0800', '1900'); ('0800', '1800')",,,1,København
3066,3066,ChIJ_zgpaUlTUkYRnUFRVnES72I,Halifax,"Amagerbro Torv 13, København","(55.6634043, 12.603799)",4.3,716.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ_zgpaUlTUkYRnUFRVnES72I,OPERATIONAL,"Amagerbro Torv 13, 2300 København, Denmark",82 30 43 06,2.0,http://www.halifax.dk/,"('1130', '2100'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2200'); ('1130', '2200')",,,1,København
3067,3067,ChIJ14Eq8UhTUkYRhV2OSvuDh4U,Pasta House,"Amagerbrogade 32, København","(55.6645285, 12.6001493)",4.5,84.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ14Eq8UhTUkYRhV2OSvuDh4U,OPERATIONAL,"Amagerbrogade 32, 2300 København, Denmark",50 10 09 33,1.0,http://www.pastahouse.dk/,"('1230', '2130'); ('1230', '2130'); ('1230', '2130'); ('1230', '2130'); ('1230', '2130'); ('1230', '2130'); ('1230', '2130')",['Elite'],12960972,1,København
3068,3068,ChIJWfhjWNpTUkYRpAwiMC8gMdo,Maui Poké Amagerbrogade,"Amagerbrogade 32, København","(55.6643524, 12.6003207)",4.1,58.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJWfhjWNpTUkYRpAwiMC8gMdo,OPERATIONAL,"Amagerbrogade 32, 2300 København, Denmark",93 99 53 31,,http://www.mauicph.com/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",,,1,København
3069,3069,ChIJkxQ58UhTUkYRdlZPBt94VF8,Morfar v/Jan Lohmann-Jensen ApS,"Amagerbrogade 32, København","(55.66448079999999, 12.6000908)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJkxQ58UhTUkYRdlZPBt94VF8,OPERATIONAL,"Amagerbrogade 32, 2300 København, Denmark",,,,"('1200', '2000'); ('1500', '2000'); ('1500', '2000'); ('1500', '2000'); ('1500', '2000'); ('1200', '2000'); ('1200', '2000')",,,1,København
3070,3070,ChIJJwHO00lTUkYRrHF4OhHXcK0,Spiseriet 2300,"Dalslandsgade 8F, København S","(55.666886, 12.603125)",3.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJwHO00lTUkYRrHF4OhHXcK0,OPERATIONAL,"Dalslandsgade 8F, 2300 København, Denmark",82 30 30 32,,,,,,1,København S
3071,3071,ChIJu7w7YUhTUkYRLNudHplI8ao,I Sushi,"Amagerbrogade 28, København","(55.6652526, 12.5994278)",4.8,5.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJu7w7YUhTUkYRLNudHplI8ao,OPERATIONAL,"Amagerbrogade 28, 2300 København, Denmark",32 95 33 33,,http://isushi2300.dk/,"('1300', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1300', '2200'); ('1300', '2200')",,,1,København
3072,3072,ChIJwUbDIhpTUkYRvyqS5ZaRi0A,I Sushi 2300,"Amagerbrogade 28, København","(55.66513800000001, 12.5995704)",4.1,52.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJwUbDIhpTUkYRvyqS5ZaRi0A,OPERATIONAL,"Amagerbrogade 28, 2300 København, Denmark",32 95 33 33,,https://isushi2300.dk/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1300', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1300', '2200'); ('1300', '2200')",,,1,København
3073,3073,ChIJxXq-3J5TUkYRdOUd5A0SQlk,Drivhuset,"Dalslandsgade 8 D, København S","(55.66712, 12.603719)",4.7,21.0,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",ChIJxXq-3J5TUkYRdOUd5A0SQlk,OPERATIONAL,"Dalslandsgade 8 D, 2300 København, Denmark",,,https://www.drivhuset.dk/,"('1200', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1200', '2200')",,,1,København S
3074,3074,ChIJOed4-jlTUkYRssfA8yZtruY,Cafe Nemoland,"Fabriksområdet 52, København K","(55.6728308, 12.6002744)",4.5,1862.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJOed4-jlTUkYRssfA8yZtruY,OPERATIONAL,"Fabriksområdet 52, 1440 København, Denmark",32 95 89 31,2.0,http://www.nemoland.dk/,"('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145')",,,1,København K
3075,3075,ChIJfdTO-TlTUkYR2cGBVRgWjbY,Grøntsagen,"Fabriksområdet 54B, København K","(55.67310149999999, 12.6004878)",4.6,41.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJfdTO-TlTUkYR2cGBVRgWjbY,,,,,,,,,1,København K
3076,3076,ChIJWRNW24VTUkYRn0g5KmxtVsE,Nemo‘s Kitchen,Copenhagen,"(55.67275189999999, 12.6000617)",3.4,9.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJWRNW24VTUkYRn0g5KmxtVsE,OPERATIONAL,"1440 Copenhagen, Denmark",,,https://nemoland.dk/menu/,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",,,1,Copenhagen
3077,3077,ChIJzcnsxMtTUkYRB96SKriweGM,Mr. ShaWarma,"Fabriksområdet 50, København K","(55.672853, 12.599871)",3.9,10.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJzcnsxMtTUkYRB96SKriweGM,OPERATIONAL,"Fabriksområdet 50, 1440 København, Denmark",,,,,,,1,København K
3078,3078,ChIJ5xa9ujBTUkYRA4dXHxmxkMw,Morgenstedet,"Fabriksområdet 134, København","(55.6738051, 12.6031623)",4.6,625.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ5xa9ujBTUkYRA4dXHxmxkMw,OPERATIONAL,"Fabriksområdet 134, 1440 København, Denmark",,1.0,http://www.morgenstedet.dk/,,,,1,København
3079,3079,ChIJsxWKiTlTUkYRsE7C5Ar8Cvg,Roll The Dice ApS,"Tinghuset 44B, København K","(55.67336599999999, 12.598932)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJsxWKiTlTUkYRsE7C5Ar8Cvg,OPERATIONAL,"Tinghuset 44B, 1440 København, Denmark",,,,,,,1,København K
3080,3080,ChIJI1pRijlTUkYRwkSunZue81E,CA Lune Hjørne: Camilla A Sørensen,"Tinghuset 44A, København K","(55.6733908, 12.598927)",4.8,12.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJI1pRijlTUkYRwkSunZue81E,OPERATIONAL,"Tinghuset 44A, 1440 København K, Denmark",,,,,,,1,København K
3081,3081,ChIJ62vCHTpTUkYRoUrMa0LfN2s,Woodstock Christiania Copenhagen,"Mælkevejen 87, København K","(55.673441, 12.6001161)",4.4,665.0,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ62vCHTpTUkYRoUrMa0LfN2s,OPERATIONAL,"Mælkevejen 87, 1440 København, Denmark",,1.0,https://cafe-woodstock.business.site/,"('0900', '2345'); ('0900', '2345'); ('0900', '2345'); ('0900', '2345'); ('0900', '0445'); ('0900', '0445'); ('0900', '0445')",,,1,København K
3082,3082,ChIJWQWrJjpTUkYRS429DIm2ccE,Christiania Falafel,"Pusher Street, København K","(55.6737574, 12.598559)",3.7,18.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJWQWrJjpTUkYRS429DIm2ccE,OPERATIONAL,"Pusher Street, 1440 København K, Denmark",,,,,,,1,København K
3083,3083,ChIJnaZWNjpTUkYRL0dyGybAxVQ,JAGGER CHRISTIANSHAVN,"Prinsessegade 59, København","(55.6747408, 12.5987751)",3.9,15.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJnaZWNjpTUkYRL0dyGybAxVQ,OPERATIONAL,"Prinsessegade 59, 1422 København, Denmark",70 27 22 29,2.0,http://www.jagger.dk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",,,1,København
3084,3084,ChIJEWs23IlTUkYR5vi-MDovJEU,Pizza da asporto,"Prinsessegade 61, st tv 1422, København K","(55.6748357, 12.5988235)",4.9,9.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJEWs23IlTUkYR5vi-MDovJEU,OPERATIONAL,"Prinsessegade 61, st tv 1422, 1422 København, Denmark",23 66 33 88,,https://pizzadaasporto.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')","[1, 1, 1, 2]",32392571,1,København K
3085,3085,ChIJsTa5C5hTUkYRdMP2vyxW7Io,Grosen og Falkenbergs,"Trangravsvej 10, arsenalgraven plads 1, København K","(55.6782149, 12.5996111)",4.3,80.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJsTa5C5hTUkYRdMP2vyxW7Io,OPERATIONAL,"Trangravsvej 10, arsenalgraven plads 1, 1434 København, Denmark",22 83 13 03,2.0,http://www.grosenfalkenbergs.dk/,,[2],41884479,1,København K
3086,3086,ChIJJexPhB1TUkYREvQ_qcvViyw,POPL Burger,"Strandgade 108, København","(55.677626, 12.5978955)",4.1,426.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJexPhB1TUkYREvQ_qcvViyw,OPERATIONAL,"Strandgade 108, 1401 København, Denmark",32 96 32 92,,https://poplburger.com/,,[1],37427519,1,København
3087,3087,ChIJITAoykJTUkYRP-uSBmmVoc4,Pasta la pasta,"Christianshavn, Copenhagen","(55.67786899999999, 12.5976043)",3.5,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJITAoykJTUkYRP-uSBmmVoc4,OPERATIONAL,"Christianshavn, 1401 Copenhagen, Denmark",,,https://broensgadekoekken.dk/en/stalls/pasta-la-pasta/,,,,1,Copenhagen
3088,3088,ChIJfRw145dTUkYRTwH2DW72lMY,Gasoline Grill,"Strandgade 95, København","(55.67781290000001, 12.5972837)",4.2,174.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJfRw145dTUkYRTwH2DW72lMY,OPERATIONAL,"Strandgade 95, 1401 København, Denmark",,,http://www.gasolinegrill.com/,"('1100', '2000'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",['Elite'],39499932,1,København
3089,3089,ChIJr6G4zHtTUkYRllSJzpt_RGQ,Dhaba,Copenhagen,"(55.6777777, 12.5972403)",4.2,46.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJr6G4zHtTUkYRllSJzpt_RGQ,OPERATIONAL,"1401 Copenhagen, Denmark",,,https://dhaba.dk/,,,,1,Copenhagen
3090,3090,ChIJz4Q9cLtTUkYRlPkB5hxuWcQ,Aamanns,"Christianshavn, København","(55.677878, 12.5973075)",4.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJz4Q9cLtTUkYRlPkB5hxuWcQ,OPERATIONAL,"Christianshavn, 1401 København, Denmark",,,,,"[2, 1, 1, 1]",71750515,1,København
3091,3091,ChIJHUQ2lrdTUkYRNttqhah-r9I,Crepes a la carte,"Christianshavn, København","(55.677878, 12.5973075)",4.8,8.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJHUQ2lrdTUkYRNttqhah-r9I,CLOSED_TEMPORARILY,"Christianshavn, 1401 København, Denmark",52 50 57 84,,https://www.crepesalacart.dk/,,,,1,København
