,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,ref
ChIJ_zgpaUlTUkYRnUFRVnES72I,OPERATIONAL,"Amagerbro Torv 13, 2300 København, Denmark",82 30 43 06,2.0,http://www.halifax.dk/,"('1130', '2100'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2200'); ('1130', '2200')",ChIJ_zgpaUlTUkYRnUFRVnES72I
ChIJ14Eq8UhTUkYRhV2OSvuDh4U,OPERATIONAL,"Amagerbrogade 32, 2300 København, Denmark",50 10 09 33,1.0,http://www.pastahouse.dk/,"('1230', '2130'); ('1230', '2130'); ('1230', '2130'); ('1230', '2130'); ('1230', '2130'); ('1230', '2130'); ('1230', '2130')",ChIJ14Eq8UhTUkYRhV2OSvuDh4U
ChIJWfhjWNpTUkYRpAwiMC8gMdo,OPERATIONAL,"Amagerbrogade 32, 2300 København, Denmark",93 99 53 31,,http://www.mauicph.com/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJWfhjWNpTUkYRpAwiMC8gMdo
ChIJkxQ58UhTUkYRdlZPBt94VF8,OPERATIONAL,"Amagerbrogade 32, 2300 København, Denmark",,,,"('1200', '2000'); ('1500', '2000'); ('1500', '2000'); ('1500', '2000'); ('1500', '2000'); ('1200', '2000'); ('1200', '2000')",ChIJkxQ58UhTUkYRdlZPBt94VF8
ChIJJwHO00lTUkYRrHF4OhHXcK0,OPERATIONAL,"Dalslandsgade 8F, 2300 København, Denmark",82 30 30 32,,,,ChIJJwHO00lTUkYRrHF4OhHXcK0
ChIJu7w7YUhTUkYRLNudHplI8ao,OPERATIONAL,"Amagerbrogade 28, 2300 København, Denmark",32 95 33 33,,http://isushi2300.dk/,"('1300', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1300', '2200'); ('1300', '2200')",ChIJu7w7YUhTUkYRLNudHplI8ao
ChIJwUbDIhpTUkYRvyqS5ZaRi0A,OPERATIONAL,"Amagerbrogade 28, 2300 København, Denmark",32 95 33 33,,https://isushi2300.dk/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1300', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1300', '2200'); ('1300', '2200')",ChIJwUbDIhpTUkYRvyqS5ZaRi0A
ChIJxXq-3J5TUkYRdOUd5A0SQlk,OPERATIONAL,"Dalslandsgade 8 D, 2300 København, Denmark",,,https://www.drivhuset.dk/,"('1200', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1200', '2200')",ChIJxXq-3J5TUkYRdOUd5A0SQlk
ChIJOed4-jlTUkYRssfA8yZtruY,OPERATIONAL,"Fabriksområdet 52, 1440 København, Denmark",32 95 89 31,2.0,http://www.nemoland.dk/,"('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145')",ChIJOed4-jlTUkYRssfA8yZtruY
ChIJqY9J-DlTUkYRJxRweejVJQ4,OPERATIONAL,"Fabriksområdet 54, 1440 København, Denmark",24 20 72 47,1.0,,"('1100', '1800'); ('1100', '1900'); ('1100', '1500'); ('1100', '1800'); ('1100', '1800'); ('1100', '1800'); ('1100', '1800')",ChIJqY9J-DlTUkYRJxRweejVJQ4
ChIJWRNW24VTUkYRn0g5KmxtVsE,OPERATIONAL,"1440 Copenhagen, Denmark",,,https://nemoland.dk/menu/,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJWRNW24VTUkYRn0g5KmxtVsE
ChIJzcnsxMtTUkYRB96SKriweGM,OPERATIONAL,"Fabriksområdet 50, 1440 København, Denmark",,,,,ChIJzcnsxMtTUkYRB96SKriweGM
ChIJ5xa9ujBTUkYRA4dXHxmxkMw,OPERATIONAL,"Fabriksområdet 134, 1440 København, Denmark",,1.0,http://www.morgenstedet.dk/,,ChIJ5xa9ujBTUkYRA4dXHxmxkMw
ChIJsxWKiTlTUkYRsE7C5Ar8Cvg,OPERATIONAL,"Tinghuset 44B, 1440 København, Denmark",,,,,ChIJsxWKiTlTUkYRsE7C5Ar8Cvg
ChIJI1pRijlTUkYRwkSunZue81E,OPERATIONAL,"Tinghuset 44A, 1440 København K, Denmark",,,,,ChIJI1pRijlTUkYRwkSunZue81E
ChIJ62vCHTpTUkYRoUrMa0LfN2s,OPERATIONAL,"Mælkevejen 87, 1440 København, Denmark",,1.0,https://cafe-woodstock.business.site/,"('0900', '2345'); ('0900', '2345'); ('0900', '2345'); ('0900', '2345'); ('0900', '0445'); ('0900', '0445'); ('0900', '0445')",ChIJ62vCHTpTUkYRoUrMa0LfN2s
ChIJWQWrJjpTUkYRS429DIm2ccE,OPERATIONAL,"Pusher Street, 1440 København K, Denmark",,,,,ChIJWQWrJjpTUkYRS429DIm2ccE
ChIJnaZWNjpTUkYRL0dyGybAxVQ,OPERATIONAL,"Prinsessegade 59, 1422 København, Denmark",70 27 22 29,2.0,http://www.jagger.dk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJnaZWNjpTUkYRL0dyGybAxVQ
ChIJEWs23IlTUkYR5vi-MDovJEU,OPERATIONAL,"Prinsessegade 61, st tv 1422, 1422 København, Denmark",23 66 33 88,,https://pizzadaasporto.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJEWs23IlTUkYR5vi-MDovJEU
ChIJsTa5C5hTUkYRdMP2vyxW7Io,OPERATIONAL,"Trangravsvej 10, arsenalgraven plads 1, 1434 København, Denmark",22 83 13 03,2.0,http://www.grosenfalkenbergs.dk/,,ChIJsTa5C5hTUkYRdMP2vyxW7Io
ChIJJexPhB1TUkYREvQ_qcvViyw,OPERATIONAL,"Strandgade 108, 1401 København, Denmark",32 96 32 92,,https://poplburger.com/,,ChIJJexPhB1TUkYREvQ_qcvViyw
ChIJITAoykJTUkYRP-uSBmmVoc4,OPERATIONAL,"Christianshavn, 1401 Copenhagen, Denmark",,,https://broensgadekoekken.dk/en/stalls/pasta-la-pasta/,,ChIJITAoykJTUkYRP-uSBmmVoc4
ChIJfRw145dTUkYRTwH2DW72lMY,OPERATIONAL,"Strandgade 95, 1401 København, Denmark",,,http://www.gasolinegrill.com/,"('1100', '2000'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJfRw145dTUkYRTwH2DW72lMY
ChIJr6G4zHtTUkYRllSJzpt_RGQ,OPERATIONAL,"1401 Copenhagen, Denmark",,,https://dhaba.dk/,,ChIJr6G4zHtTUkYRllSJzpt_RGQ
ChIJz4Q9cLtTUkYRlPkB5hxuWcQ,OPERATIONAL,"Christianshavn, 1401 København, Denmark",,,,,ChIJz4Q9cLtTUkYRlPkB5hxuWcQ
ChIJHUQ2lrdTUkYRNttqhah-r9I,CLOSED_TEMPORARILY,"Christianshavn, 1401 København, Denmark",52 50 57 84,,https://www.crepesalacart.dk/,,ChIJHUQ2lrdTUkYRNttqhah-r9I
ChIJnW3B3_tTUkYRXc-RwlU7BGs,OPERATIONAL,"Strandgade 95, 1401 København, Denmark",52 50 57 84,,,,ChIJnW3B3_tTUkYRXc-RwlU7BGs
ChIJBylIAE5TUkYRS4_2wpdzXqU,OPERATIONAL,"Strandgade 95, 1401 København, Denmark",,,http://www.strangas.dk/,"('1130', '2000'); ('1130', '2000'); ('1130', '2000'); ('1130', '2000'); ('1130', '2000'); ('1130', '2000'); ('1130', '2000')",ChIJBylIAE5TUkYRS4_2wpdzXqU
ChIJ19EGMxhTUkYR9ESzSsfgqMw,OPERATIONAL,"Strandgade 95, 1401 København, Denmark",31 13 50 02,2.0,http://theorganicboho.com/,"('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100')",ChIJ19EGMxhTUkYR9ESzSsfgqMw
ChIJk7JytIhTUkYRqbVCYOCGlZk,OPERATIONAL,"Strandgade 95, 1401 København, Denmark",,,,,ChIJk7JytIhTUkYRqbVCYOCGlZk
ChIJ5Y_Fb5FTUkYRYhagzlhBrIA,OPERATIONAL,"Strandgade 95, 1401 København, Denmark",,,,,ChIJ5Y_Fb5FTUkYRYhagzlhBrIA
ChIJfRG_J_RTUkYRpRNM5IVzoSQ,OPERATIONAL,"Galionsvej 25, 1437 København, Denmark",,,,,ChIJfRG_J_RTUkYRpRNM5IVzoSQ
ChIJR_pFiixTUkYR6nCO9G3_c0I,OPERATIONAL,"1401 Copenhagen, Denmark",,,,,ChIJR_pFiixTUkYR6nCO9G3_c0I
ChIJbXt8wCVTUkYRZeknaFN-s5M,OPERATIONAL,"Takkelloftvej 1z, 1437 København, Denmark",40 50 90 48,2.0,http://www.kontikibar.dk/,,ChIJbXt8wCVTUkYRZeknaFN-s5M
ChIJOROHROlTUkYRfPvjooT5a94,OPERATIONAL,"Ekvipagemestervej 10, 1438 København, Denmark",28 34 56 44,,http://www.almanakioperaen.dk/,,ChIJOROHROlTUkYRfPvjooT5a94
ChIJFYcGpCBTUkYRvEuILCLsR8Y,OPERATIONAL,"Nordre Toldbod 18-24, 1259 København, Denmark",33 93 38 28,,https://toldboden.com/,"('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0200'); ('1000', '0200'); ('1000', '0200')",ChIJFYcGpCBTUkYRvEuILCLsR8Y
ChIJR_NYkcJSUkYRAh5CiBTNNjo,OPERATIONAL,"Langeliniekaj 59, 2100 København, Denmark",53 81 47 95,,,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJR_NYkcJSUkYRAh5CiBTNNjo
ChIJ30ZFdAtNUkYROQ8r24bnWhA,OPERATIONAL,"Skovshoved Havn 9, 2920 Charlottenlund, Denmark",39 64 30 46,2.0,http://www.sejlklubbernesrestaurant.dk/,,ChIJ30ZFdAtNUkYROQ8r24bnWhA
ChIJUSz1d0mrU0YRvW3isWAsmJc,OPERATIONAL,"Englandsvej 371, 2770 Kastrup, Denmark",32 14 57 07,1.0,https://baranrestaurant.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",ChIJUSz1d0mrU0YRvW3isWAsmJc
ChIJ44b64jKrU0YR8XQiZmwvZ5I,OPERATIONAL,"Astridsvej 70, 2770 Kastrup, Denmark",31 51 11 00,,,"('1100', '1700'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1400', '2100'); ('1100', '2100')",ChIJ44b64jKrU0YR8XQiZmwvZ5I
ChIJ23PftkWrU0YRpRUVSieuPxQ,OPERATIONAL,"Gemmas Alle 203, 2770 Kastrup, Denmark",31 12 36 37,,http://www.restaurantgemma.dk/,,ChIJ23PftkWrU0YRpRUVSieuPxQ
ChIJH8GXaFWrU0YR5BjpzGSFlZ4,CLOSED_TEMPORARILY,"Irlandsvej 81, 2300 København, Denmark",27 20 00 64,,,,ChIJH8GXaFWrU0YR5BjpzGSFlZ4
ChIJkUlWL6usU0YRce58OXK6Rho,OPERATIONAL,"Kaktusvej 46, 2300 København, Denmark",,,,"('1200', '1800'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJkUlWL6usU0YRce58OXK6Rho
ChIJT0T2xkKtU0YR2Ty5tSiAisI,OPERATIONAL,"Løvstikkevej 69, 2300 København, Denmark",40 11 96 00,,https://www.facebook.com/sundbyvaeksthus/,,ChIJT0T2xkKtU0YR2Ty5tSiAisI
ChIJ0Yc0clJTUkYRKDhn6EFlQYM,OPERATIONAL,"Englandsvej 32, 2300 København, Denmark",32 55 55 77,1.0,http://www.denlykkeligefamilie.dk/,"('1200', '2200'); ('1300', '2200'); ('1300', '2200'); ('1300', '2200'); ('1300', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJ0Yc0clJTUkYRKDhn6EFlQYM
ChIJ81rFUkxTUkYRIaUTgqq6U4s,OPERATIONAL,"Shetlandsgade 6, 2300 København, Denmark",31 90 71 45,,,,ChIJ81rFUkxTUkYRIaUTgqq6U4s
ChIJVcM2XzVTUkYRWJLyeOt7yac,OPERATIONAL,"Englandsvej 12B, 2300 København, Denmark",32 58 60 62,,https://piccolopizzeria.dk/,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",ChIJVcM2XzVTUkYRWJLyeOt7yac
ChIJidyV7kNTUkYRyWfsbay7j18,OPERATIONAL,"Englandsvej 12C, 2300 København, Denmark",31 33 31 78,,https://www.just-eat.dk/restaurants-mana-ish-house-2300,"('1000', '1600'); ('1000', '1530'); ('1000', '1530'); ('1000', '1530'); ('1000', '1530'); ('1000', '1530'); ('1000', '1600')",ChIJidyV7kNTUkYRyWfsbay7j18
ChIJ6YqqlrAq3EMRkPsGT910xcU,OPERATIONAL,"Amagerbrogade 118, ST. TV, 2300 København, Denmark",93 93 98 93,,http://www.bosskok.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJ6YqqlrAq3EMRkPsGT910xcU
ChIJf_sEUUxTUkYRQjrL1FoC658,OPERATIONAL,"Amagerbrogade 106, 2300 København, Denmark",32 84 89 93,1.0,https://www.dagensmenu.dk/takeaway/kebabistan-halal-shawarma-k%C3%B8benhavn-s?ad-id=2418,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJf_sEUUxTUkYRQjrL1FoC658
ChIJc7bWGk1TUkYRit8NRjwAfms,OPERATIONAL,"Amagerbrogade 124, 2300 København, Denmark",,,,,ChIJc7bWGk1TUkYRit8NRjwAfms
ChIJc7bWGk1TUkYRDEscLtrOphE,OPERATIONAL,"Amagerbrogade 124, 2300 København, Denmark",32 84 28 02,1.0,,"('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0300')",ChIJc7bWGk1TUkYRDEscLtrOphE
ChIJU8jOWkxTUkYRbRgsVobDEN4,OPERATIONAL,"Amagerbrogade 95, 2300 København, Denmark",70 27 27 01,,https://www.kfc.dk/?utm_source=gmb&utm_medium=yext&y_source=1_MTkxMDM3MTgtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJU8jOWkxTUkYRbRgsVobDEN4
ChIJCY6OF0xTUkYRnE4EvdUwBwU,OPERATIONAL,"Tingvej 2, 2300 København, Denmark",33 32 23 00,1.0,,"('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0300'); ('1100', '0000')",ChIJCY6OF0xTUkYRnE4EvdUwBwU
ChIJg-Z9RkxTUkYRps2hGJiblt4,OPERATIONAL,"Amagerbrogade 100, 2300 København S, Denmark",32 57 17 00,,https://www.eatonline.dk/restaurant/193/vivah-restaurant,"('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200')",ChIJg-Z9RkxTUkYRps2hGJiblt4
ChIJCZTvQ0xTUkYRllfU8cNsHm8,OPERATIONAL,"Amagerbrogade 91, 2300 København, Denmark",42 26 91 55,2.0,http://oldirishpub.dk/,,ChIJCZTvQ0xTUkYRllfU8cNsHm8
ChIJxf-IRExTUkYRfkPiWG75AAc,OPERATIONAL,"Amagerbrogade 93, 2300 København, Denmark",32 55 38 68,2.0,https://kingya.dk/,"('1400', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1400', '2200'); ('1400', '2200')",ChIJxf-IRExTUkYRfkPiWG75AAc
ChIJl3pTJExTUkYRGVz691kZNYc,OPERATIONAL,"Tingvej 10, 2300 København, Denmark",32 84 04 84,2.0,https://www.just-eat.dk/restaurants-sund-sandwich/menu,"('1200', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1200', '2000')",ChIJl3pTJExTUkYRGVz691kZNYc
ChIJVwrlAk1TUkYRrPZKaZmouxg,OPERATIONAL,"Amagerbrogade 111, 2300 København, Denmark",32 55 55 70,1.0,https://massapizza2300.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,"('1100', '0100'); ('1100', '0100'); ('1100', '0100'); ('1100', '0100'); ('1100', '0100'); ('1100', '0600'); ('1100', '0600')",ChIJVwrlAk1TUkYRrPZKaZmouxg
ChIJL3GOT0xTUkYRos0wVcUUkXk,OPERATIONAL,"Amagerbrogade 102, 2300 København, Denmark",32 55 35 60,2.0,https://www.eatonline.dk/restaurant/82/amar-konya-kebab,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJL3GOT0xTUkYRos0wVcUUkXk
ChIJl3qTq5BTUkYRSySR1uaVUaM,OPERATIONAL,"Amagerbrogade 92, 2300 København, Denmark",32 59 23 00,2.0,https://cafevivaldi.dk/cafe/amager-amagerbrogade,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '0000'); ('1000', '0000')",ChIJl3qTq5BTUkYRSySR1uaVUaM
ChIJjXjXLmtTUkYR0Oy6yJ1Apvk,OPERATIONAL,"Tingvej (Amagerbrogade, 2300 København, Denmark",,,,,ChIJjXjXLmtTUkYR0Oy6yJ1Apvk
ChIJAQDEGUxTUkYRQwRBEhOo7Z0,OPERATIONAL,"Amagerbrogade 86, 1, 2300 København, Denmark",29 00 84 50,,https://restaurantbook.dk/cookie-og-privatlivspolitik/,,ChIJAQDEGUxTUkYRQwRBEhOo7Z0
ChIJGXNSO_lTUkYRHP7oRWXzn1g,OPERATIONAL,"Amagerbrogade 82, 2300 København, Denmark",77 34 44 02,,https://wedogreens.com/da-dk/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",ChIJGXNSO_lTUkYRHP7oRWXzn1g
ChIJGaeOT0xTUkYRre3Sf4ziwLc,OPERATIONAL,"Amagerbrogade 102, c/o Amar Konya, sal sttv, 2300 København S, Denmark",32 55 35 60,,https://www.proff.dk/firma/kbf-aps/k%C3%B8benhavn-s/restauranter-og-cafeer/GWBR01I10KE/,,ChIJGaeOT0xTUkYRre3Sf4ziwLc
ChIJK1Ih_7lTUkYRRZUqEcKiRW0,OPERATIONAL,"Amagerbrogade 102, 2300 København, Denmark",32 17 68 88,,https://nakedsushi.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,"('1400', '2130'); ('1400', '2130'); ('1400', '2130'); ('1400', '2130'); ('1400', '2130'); ('1400', '2130'); ('1400', '2130')",ChIJK1Ih_7lTUkYRRZUqEcKiRW0
ChIJmcJPb79TUkYRS5QSXm6JjVs,OPERATIONAL,"Amagerbrogade 80, 2300 København, Denmark",88 13 33 06,,http://shish.dk/index.html,"('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '0000'); ('1100', '0000')",ChIJmcJPb79TUkYRS5QSXm6JjVs
ChIJMe8V4S1TUkYRzZ93gDbjdkk,OPERATIONAL,"Reberbanegade 3, 2300 København, Denmark",,2.0,,"('1100', '1600'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1700')",ChIJMe8V4S1TUkYRzZ93gDbjdkk
ChIJZVq9UQZTUkYRWwemxeFXb5Y,OPERATIONAL,"Reberbanegade 3, 2300 København S, Denmark",53 78 00 30,,http://www.bistronomi.dk/,"('1000', '1700'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",ChIJZVq9UQZTUkYRWwemxeFXb5Y
ChIJKy_IYElTUkYR973TTToHz1k,OPERATIONAL,"Reberbanegade 3, 2300 København, Denmark",32 57 43 53,,,"('1100', '1700'); ('1100', '1900'); ('1100', '1900'); ('1100', '1900'); ('1100', '1900'); ('1100', '1900'); ('1100', '1700')",ChIJKy_IYElTUkYR973TTToHz1k
ChIJjxhfX2VTUkYRqBh7bX3jBxc,OPERATIONAL,"Frankrigsgade 10, 2300 København, Denmark",41 41 41 29,,,"('1600', '0000'); ('1600', '0000'); ('1600', '0000'); ('1600', '0000'); ('1600', '0000'); ('1600', '0200'); ('1600', '0200')",ChIJjxhfX2VTUkYRqBh7bX3jBxc
ChIJzaMMWQVTUkYR-D0hzlmqzis,OPERATIONAL,"Holmbladsgade 27, 2300 København, Denmark",91 11 26 04,,https://strada-britannico.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,"('1500', '2145'); ('1500', '2145'); ('1500', '2145'); ('1500', '2145'); ('1500', '2145'); ('1500', '2145'); ('1500', '2145')",ChIJzaMMWQVTUkYR-D0hzlmqzis
ChIJJRehFElTUkYRI2Ac2Jln3xw,OPERATIONAL,"Amagerbro Torv, 2300 København, Denmark",91 69 20 20,,,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJJRehFElTUkYRI2Ac2Jln3xw
ChIJZ5tG7x5TUkYR_-kTe5Ac5ss,OPERATIONAL,"Holmbladsgade 15, 2300 København, Denmark",,,,,ChIJZ5tG7x5TUkYR_-kTe5Ac5ss
ChIJAc73AklTUkYRlFmASE0rYqU,OPERATIONAL,"Holmbladsgade 3, 2300 København, Denmark",26 78 06 10,2.0,https://amagerfiskehus.dk/forside-h3/,,ChIJAc73AklTUkYRlFmASE0rYqU
ChIJFflhICxTUkYRpHbN5ILcVmQ,OPERATIONAL,"Reberbanegade 3, 2300 København, Denmark",32 62 61 21,,http://www.wokshop.dk/,"('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2200'); ('1130', '2200')",ChIJFflhICxTUkYRpHbN5ILcVmQ
ChIJk5Eg3ElTUkYR_UPM7ji9nR0,OPERATIONAL,"Dalslandsgade 8F, c/o Spiseriet, 2300 København, Denmark",70 23 02 37,,http://spooncompany.dk/,,ChIJk5Eg3ElTUkYR_UPM7ji9nR0
ChIJHf-G-UhTUkYR6dyCfbmU9jU,OPERATIONAL,"Amagerbrogade 37, 2300 København, Denmark",69 15 70 05,2.0,https://cocksandcows.dk/,"('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '0000'); ('1200', '0000')",ChIJHf-G-UhTUkYR6dyCfbmU9jU
ChIJWZFu7vRTUkYRBvwZOU3Py4U,OPERATIONAL,"Vermlandsgade 50, 2300 København, Denmark",,,,,ChIJWZFu7vRTUkYRBvwZOU3Py4U
ChIJuychFTZTUkYRZnqPwiu0V24,OPERATIONAL,"Vermlandsgade 41, 2300 København S, Denmark",32 54 35 44,2.0,http://circlek.dk/station/10122,,ChIJuychFTZTUkYRZnqPwiu0V24
ChIJq6qqhy9TUkYRVLlELLUqUUQ,OPERATIONAL,"Philip De Langes Allé 10, c/o Det Kgl.Danske Kunstakademis Skol KØBENHAVN, 1435 København, Denmark",22 19 07 45,,,,ChIJq6qqhy9TUkYRVLlELLUqUUQ
ChIJ57CVnyVTUkYRvYQbrRlCsAE,CLOSED_TEMPORARILY,"Philip De Langes Allé, 1435 København, Denmark",41 70 15 00,,http://denlillearkitekt.dk/om/titel.html,,ChIJ57CVnyVTUkYRvYQbrRlCsAE
ChIJSU7fvNlSUkYRvjDmXJdm7hM,OPERATIONAL,"Refshalevej 169B, 1432 København, Denmark",,3.0,https://mikkeller.com/locations/mikkeller-baghaven,"('1200', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1300', '2300'); ('1200', '2300')",ChIJSU7fvNlSUkYRvjDmXJdm7hM
ChIJ34WVoItTUkYR25WaEXfz7y8,OPERATIONAL,"Refshalevej 169b, 1432 København, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJ34WVoItTUkYR25WaEXfz7y8
ChIJTwwOdvNTUkYR-uHQMtPsYIA,OPERATIONAL,"Refshalevej 169b, 1432 København, Denmark",,,,,ChIJTwwOdvNTUkYR-uHQMtPsYIA
ChIJM6AhJRxTUkYRak0s7EnfT_M,OPERATIONAL,"Refshalevej 169b, 1432 København, Denmark",,,,,ChIJM6AhJRxTUkYRak0s7EnfT_M
ChIJbSc7o9lSUkYRjsJAT82iUSc,OPERATIONAL,"Refshalevej 169B, 1432 København, Denmark",33 22 79 97,,,,ChIJbSc7o9lSUkYRjsJAT82iUSc
