,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,ref
ChIJN_Bw555RUkYRv3XDfrvgk4k,OPERATIONAL,"Herlev Hovedgade 60, 2730 Herlev, Denmark",20 89 89 94,,https://www.janessmoerrebroed.dk/,,ChIJN_Bw555RUkYRv3XDfrvgk4k
ChIJTeuJ9JtRUkYR7wD2qZ1sRpM,OPERATIONAL,"Herlev Hovedgade 60, 2730 Herlev, Denmark",44 91 00 07,,https://doneros.meal4u.dk/,"('1200', '2100'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJTeuJ9JtRUkYR7wD2qZ1sRpM
ChIJtX-51dNPUkYRBrgOLJcKZzg,OPERATIONAL,"Bagsværd Hovedgade 174, 2880 Bagsværd, Denmark",22 43 28 80,,http://www.daratlas.dk/,,ChIJtX-51dNPUkYRBrgOLJcKZzg
ChIJW6M5HdJPUkYRwddY_FS7aDA,OPERATIONAL,"Bagsværd Hovedgade 172, 2880 Bagsværd, Denmark",,,,"('1200', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJW6M5HdJPUkYRwddY_FS7aDA
ChIJ09Y7G9JPUkYRYXqc7hxUQIU,OPERATIONAL,"Bagsværd Hovedgade 162, 2880 Bagsværd, Denmark",,,,,ChIJ09Y7G9JPUkYRYXqc7hxUQIU
ChIJtyTJEdJPUkYRnOI-8VvE1wQ,OPERATIONAL,"Bagsværd Hovedgade 156, 2880 Bagsværd, Denmark",44 44 00 82,,http://bellarosa.meal4u.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJtyTJEdJPUkYRnOI-8VvE1wQ
ChIJS3tF5YFPUkYRbmY6na1iPXQ,OPERATIONAL,"Bagsværd Hovedgade 154, 2880 Bagsværd, Denmark",26 25 68 88,,http://youmisushi.dk/,"('1400', '2200'); ('1400', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJS3tF5YFPUkYRbmY6na1iPXQ
ChIJlWlvKNZVUkYROBBzG7e_NDs,OPERATIONAL,"Kanalholmen 37, 2650 Hvidovre, Denmark",36 34 30 00,,,,ChIJlWlvKNZVUkYROBBzG7e_NDs
ChIJ49ITqHhWUkYR_6uLmAezSLo,OPERATIONAL,"Kanalholmen 25, 2650 Hvidovre, Denmark",32 96 90 35,,http://www.scan-food.dk/,,ChIJ49ITqHhWUkYR_6uLmAezSLo
ChIJ49ITqHhWUkYR7keauMIprTg,OPERATIONAL,"Kanalholmen 25, 2650 Hvidovre, Denmark",,,http://www.i-food.dk/,,ChIJ49ITqHhWUkYR7keauMIprTg
ChIJf203BtZVUkYRUKOwK0aXoxE,CLOSED_TEMPORARILY,"Kanalholmen 25, 2650 Hvidovre, Denmark",33 11 47 20,,,,ChIJf203BtZVUkYRUKOwK0aXoxE
ChIJnRfyJWNXUkYRL39U5UW73bA,OPERATIONAL,"Kanalholmen, 2650 Hvidovre, Denmark",,,http://www.mad-kassen.dk/,,ChIJnRfyJWNXUkYRL39U5UW73bA
ChIJb5yyqqFXUkYRbYSRWYWmqLk,OPERATIONAL,"2650 Hvidovre, Denmark",,,,,ChIJb5yyqqFXUkYRbYSRWYWmqLk
ChIJpR1yRINWUkYR-w0hJShHMls,OPERATIONAL,"Kærgårdsvej 52, 2650 Hvidovre, Denmark",31 56 56 56,2.0,https://burgerstation.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=5,,ChIJpR1yRINWUkYR-w0hJShHMls
ChIJOdFsQYNWUkYRTSlOUKoYvtI,OPERATIONAL,"Kærgårdsvej 52, 2650 Hvidovre, Denmark",31 56 56 56,,https://burgerstation.dk/Contact,,ChIJOdFsQYNWUkYRTSlOUKoYvtI
ChIJ90qaUoNWUkYRDSWghTX6Kys,OPERATIONAL,"Sadelmagerporten 4, 2650 Hvidovre, Denmark",32 16 99 04,,,"('1200', '2000'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1100', '2030'); ('1200', '2000'); ('1200', '2000')",ChIJ90qaUoNWUkYRDSWghTX6Kys
ChIJtXN6TYNWUkYR-V-c10duAo8,OPERATIONAL,"Sadelmagerporten 4, 2650 Hvidovre, Denmark",36 49 98 41,2.0,https://oasenpizzaria.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJtXN6TYNWUkYR-V-c10duAo8
ChIJB2EmqldXUkYRzO15wylTUck,OPERATIONAL,"Sadelmagerporten 2, 2650 Hvidovre, Denmark",93 92 94 19,,,,ChIJB2EmqldXUkYRzO15wylTUck
ChIJ-SevdPZXUkYREw7LBcPkuno,OPERATIONAL,"Sadelmagerporten 2, 2650 Hvidovre, Denmark",27 64 25 35,,,,ChIJ-SevdPZXUkYREw7LBcPkuno
ChIJK6tEvkhRUkYR9jXH9Ej_xSg,OPERATIONAL,"Nørrekær 1, 2610 Rødovre, Denmark",36 31 33 31,,http://byenspizzakebab2610.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJK6tEvkhRUkYR9jXH9Ej_xSg
ChIJK6tEvkhRUkYR8DWDUkeaBCk,OPERATIONAL,"Nørrekær 1A, 2610 Rødovre, Denmark",36 48 20 30,,http://www.flintstonesgrill.dk/,"('1200', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130')",ChIJK6tEvkhRUkYR8DWDUkeaBCk
ChIJOYBjSkZRUkYRWyyVofnZAJE,OPERATIONAL,"Valhøjs Alle 67A, 2610 Rødovre, Denmark",36 70 30 00,1.0,http://hanedan.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",ChIJOYBjSkZRUkYRWyyVofnZAJE
ChIJK6tEvkhRUkYR8EOADeepqbA,OPERATIONAL,"Nørrekær 1, 2610 Rødovre, Denmark",36 31 33 31,,,,ChIJK6tEvkhRUkYR8EOADeepqbA
ChIJMz8fN0ZRUkYRG0GZxS_JII4,OPERATIONAL,"Valhøjs Alle 47, 2610 Rødovre, Denmark",,,,,ChIJMz8fN0ZRUkYRG0GZxS_JII4
ChIJPUc6FUdRUkYR8Q5GO6qfaKg,OPERATIONAL,"Rødager Allé 63, 2610 Rødovre, Denmark",36 41 24 23,,https://www.eatonline.dk/restaurant/303/steak-pizzahouse-rdovre,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2300'); ('1200', '2300')",ChIJPUc6FUdRUkYR8Q5GO6qfaKg
ChIJb_bPGZZRUkYRK64YCsWGRkw,OPERATIONAL,"Rødovre Centrum 1, 2610 Rødovre, Denmark",52 17 33 96,,https://zafraan.dk/,,ChIJb_bPGZZRUkYRK64YCsWGRkw
ChIJo_S56kBRUkYRRJsQu8HzlZc,OPERATIONAL,"Rødovre Centrum 98, 2610 Rødovre, Denmark",30 32 00 20,,,"('1000', '1730'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1730')",ChIJo_S56kBRUkYRRJsQu8HzlZc
ChIJRY5m30BRUkYRc6JswxBT654,OPERATIONAL,"Rødovre Centrum, 2610 86, Denmark",48 48 48 88,,https://da-dk.facebook.com/Grillhouserodovrecentrum/,"('1000', '1700'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1700')",ChIJRY5m30BRUkYRc6JswxBT654
ChIJi2jb6UBRUkYRXM8HsD6kgUM,OPERATIONAL,"Rødovre Centrum 1M, st. 43, 2610 Rødovre, Denmark",29 10 07 92,2.0,http://www.carlsjr.dk/,"('1000', '2030'); ('1000', '2030'); ('1000', '2030'); ('1000', '2030'); ('1000', '2030'); ('1000', '2030'); ('1000', '2030')",ChIJi2jb6UBRUkYRXM8HsD6kgUM
ChIJWRiWxkBRUkYRN0iAkUGpJXg,OPERATIONAL,"Rødovre Centrum 76, 2610 Rødovre, Denmark",36 41 00 80,2.0,https://www.red-yellow.dk/,"('1000', '2030'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2200'); ('1000', '2200')",ChIJWRiWxkBRUkYRN0iAkUGpJXg
ChIJQ6F6i0BRUkYR5cMgVtB03SI,OPERATIONAL,"2610 Rødovre, Denmark",36 41 55 54,,http://www.terrasse-cafeen.dk/,"('0900', '1745'); ('0830', '2045'); ('0830', '2045'); ('0830', '2045'); ('0830', '2045'); ('0830', '2045'); ('0830', '1745')",ChIJQ6F6i0BRUkYR5cMgVtB03SI
ChIJiYxcBUFRUkYROAXfle6Kn-o,OPERATIONAL,"Rødovre Centrum 252, 2610 Rødovre, Denmark",36 41 04 65,2.0,http://restaurantclara.dk/,"('1000', '1700'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '1800')",ChIJiYxcBUFRUkYROAXfle6Kn-o
ChIJ7VUi8kBRUkYRqvBPn-WeeNY,OPERATIONAL,"Rødovre Centrum 1M, 2610 Rødovre, Denmark",93 10 81 00,,https://www.detgronnekokken.dk/,"('1000', '1800'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1800')",ChIJ7VUi8kBRUkYRqvBPn-WeeNY
ChIJAXrAsKdRUkYRinA1mguZOWo,OPERATIONAL,"Brunevang 65, c/o Mikkel Rys Mastek, sal 01tv, 2610 Rødovre, Denmark",60 77 95 06,,,,ChIJAXrAsKdRUkYRinA1mguZOWo
ChIJe3COpEhTUkYRcC5T1aEJvkY,OPERATIONAL,"Islevhusvej 93, 2700 Brønshøj, Denmark",53 57 69 79,1.0,http://kongedybet.com/,"('0830', '1600'); ('0830', '1600'); ('0830', '1600'); ('0830', '1600'); ('0830', '1600'); ('0830', '1600'); ('0830', '1600')",ChIJe3COpEhTUkYRcC5T1aEJvkY
ChIJa-VVhbpRUkYRo6-8rB-glb8,OPERATIONAL,"Klokkedybet 21, 2730 Herlev, Denmark",35 82 61 64,,http://www.stefanospizza.dk/,"('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200')",ChIJa-VVhbpRUkYRo6-8rB-glb8
ChIJ9aMENStOUkYRcgxRUDDu0FY,OPERATIONAL,"Novo Alle 1, 2880 Bagsværd, Denmark",46 34 17 98,,http://www.fazer.dk/,,ChIJ9aMENStOUkYRcgxRUDDu0FY
ChIJQZeT6QtPUkYRKtKG8TZdTdg,OPERATIONAL,"Laurentsvej 45, 2880 Bagsværd, Denmark",44 42 13 38,,https://foodandco.dk/besog-os-her/restauranter/cafe-madsoe/,,ChIJQZeT6QtPUkYRKtKG8TZdTdg
ChIJeb5Hi9JPUkYRV-SwqOU6Yr0,OPERATIONAL,"Bagsværd Hovedgade 111, 2880 Bagsværd, Denmark",33 12 06 07,1.0,http://www.chilikebab.dk/,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",ChIJeb5Hi9JPUkYRV-SwqOU6Yr0
ChIJSbUUhs1PUkYRDPZzgY3j5Gg,OPERATIONAL,"Bindeledet 9, 2880 Bagsværd, Denmark",71 41 73 76,,https://freshup2880.dk/,,ChIJSbUUhs1PUkYRDPZzgY3j5Gg
ChIJiZtRktJPUkYRp-e0J-O7rcQ,OPERATIONAL,"Bagsværd Hovedgade 126 E, 2880 Bagsværd, Denmark",31 43 14 76,2.0,http://www.nalymit.dk/,,ChIJiZtRktJPUkYRp-e0J-O7rcQ
ChIJuYJFb9JPUkYR2ip-ShyVzMo,OPERATIONAL,"Bagsværd Hovedgade 150, 2880 Bagsværd, Denmark",26 46 37 01,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJuYJFb9JPUkYR2ip-ShyVzMo
ChIJYxJildJPUkYRRkVSFLe6F9E,CLOSED_TEMPORARILY,"Bagsværd Hovedgade 132, 2880 Bagsværd, Denmark",39 64 13 24,,,,ChIJYxJildJPUkYRRkVSFLe6F9E
ChIJtXwEkdJPUkYRlA3FueUuL5c,OPERATIONAL,"Bagsværd Hovedgade 128, 2880 Bagsværd, Denmark",33 31 34 40,,,,ChIJtXwEkdJPUkYRlA3FueUuL5c
ChIJ7-l7ltJPUkYRaJExO4BumHw,OPERATIONAL,"Bagsværd Hovedgade 116, 2880 Bagsværd, Denmark",,,,"('1400', '2100'); ('1530', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100')",ChIJ7-l7ltJPUkYRaJExO4BumHw
ChIJ03bWmdJPUkYRoWLMBQkDNRA,OPERATIONAL,"Bagsværd Hovedgade 116B, 2880 Bagsværd, Denmark",44 98 98 86,,https://cvrapi.dk/virksomhed/dk/asci-aps/28281498,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJ03bWmdJPUkYRoWLMBQkDNRA
ChIJo53q6aNWUkYR7BtnbftFRLs,OPERATIONAL,"Nordlundsvej 39, 2650 Hvidovre, Denmark",,,http://www.sandwichcatering.dk/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",ChIJo53q6aNWUkYR7BtnbftFRLs
ChIJgXsu6KNWUkYRF47XsF3fZng,OPERATIONAL,"Nordlundsvej 39, 2650 Hvidovre, Denmark",36 77 85 84,2.0,https://theburgerhvidovre.dk/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",ChIJgXsu6KNWUkYRF47XsF3fZng
ChIJ14nnSqRWUkYRF7QujDRKLhw,OPERATIONAL,"Kettevej 4, 2650 Hvidovre, Denmark",36 86 04 00,,https://www.scandichotels.dk/hoteller/danmark/kobenhavn/scandic-hvidovre?utm_campaign=gmb&utm_source=google&utm_medium=organic&utm_content=hvidovre,,ChIJ14nnSqRWUkYRF7QujDRKLhw
ChIJ5RGLsU1RUkYR9JRfiRcLi4Y,OPERATIONAL,"Immerkær 27, 2650 Hvidovre, Denmark",36 48 29 45,,https://www.eatonline.dk/restaurant/89/rebk-pizza,"('1000', '2130'); ('1000', '2130'); ('1000', '2130'); ('1000', '2130'); ('1000', '2130'); ('1000', '2130'); ('1000', '2130')",ChIJ5RGLsU1RUkYR9JRfiRcLi4Y
ChIJyYWqSUxRUkYRfnnUBDSBt0U,OPERATIONAL,"Rebæk Søpark 1, 2650 Hvidovre, Denmark",,,,,ChIJyYWqSUxRUkYRfnnUBDSBt0U
ChIJa5HwHkZRUkYROcbahgYIyuU,OPERATIONAL,"Tårnvej 3, 2610 Rødovre, Denmark",70 27 27 01,,https://www.kfc.dk/?utm_source=gmb&utm_medium=yext&y_source=1_MTkxMDM3MTAtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJa5HwHkZRUkYROcbahgYIyuU
ChIJy4IJ-kVRUkYROm238C2ph5w,OPERATIONAL,"Roskildevej 320, 2610 Rødovre, Denmark",36 31 31 38,2.0,http://ninirunningsushi.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJy4IJ-kVRUkYROm238C2ph5w
ChIJv3kBEN5RUkYRjNW2LNGLV_I,OPERATIONAL,"Fritz Møllers Vej 162, 2610 Rødovre, Denmark",,,,,ChIJv3kBEN5RUkYRjNW2LNGLV_I
ChIJr8YxHkFRUkYRIOS-npLdWGk,OPERATIONAL,"Rødovre Centrum 25, 2610 Rødovre, Denmark",36 48 48 30,,http://www.sachisushi.dk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJr8YxHkFRUkYRIOS-npLdWGk
ChIJXaplBUFRUkYRZdS122_9dMQ,OPERATIONAL,"Rødovre Centrum 135, 2610 Rødovre, Denmark",36 11 03 23,2.0,https://www.sunset-boulevard.dk/,"('1000', '1800'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1800')",ChIJXaplBUFRUkYRZdS122_9dMQ
ChIJjTn1-0BRUkYR7Yuiq3DLbJo,OPERATIONAL,"Rødovre Centrum 238, 2610 Rødovre, Denmark",,2.0,http://www.joejuice.com/,"('1000', '1800'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1800')",ChIJjTn1-0BRUkYR7Yuiq3DLbJo
ChIJj5YhSbJRUkYRTQSQ7ecuzlg,OPERATIONAL,"Rødovre Centrum, 2610 Rødovre, Denmark",,,,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2345'); ('1200', '2345')",ChIJj5YhSbJRUkYRTQSQ7ecuzlg
ChIJEw0QqKtRUkYRRT6ZkMtdoGA,OPERATIONAL,"Rødovre Centrum 86, 2610 Rødovre, Denmark",53 55 57 18,,https://ozkonyarodovre.dk/,"('1000', '1800'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1900')",ChIJEw0QqKtRUkYRRT6ZkMtdoGA
ChIJyQBaMg1RUkYRQ1Sn-_ZdW2I,OPERATIONAL,"Rødovre Centrum 92, 2610 Rødovre, Denmark",30 45 44 64,,,"('1000', '1800'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900')",ChIJyQBaMg1RUkYRQ1Sn-_ZdW2I
ChIJfQN8IUFRUkYRtV26RRsJLaA,OPERATIONAL,"Rødovre Centrum 25, 2610 Rødovre, Denmark",,,,"('1300', '2100'); ('1300', '2100'); ('1300', '2100'); ('1300', '2100'); ('1300', '2100'); ('1300', '2100'); ('1300', '2100')",ChIJfQN8IUFRUkYRtV26RRsJLaA
ChIJL1gfTK9RUkYRxf7c07xA0X0,OPERATIONAL,"Rødovre Centrum 49, 2610 Rødovre, Denmark",30 55 04 83,,,"('1000', '1700'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1700')",ChIJL1gfTK9RUkYRxf7c07xA0X0
ChIJ5VP2YvpRUkYR2C2IdCRwe84,OPERATIONAL,"Rødovre Centrum 202, 2610 Rødovre, Denmark",,,,,ChIJ5VP2YvpRUkYR2C2IdCRwe84
ChIJvfb6p0FRUkYRO77mnoA9po4,OPERATIONAL,"Rødovre Centrum 157, 2610 Rødovre, Denmark",36 72 29 52,,http://www.steffsplace.dk/,"('1000', '1700'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1700')",ChIJvfb6p0FRUkYRO77mnoA9po4
ChIJv-jYXydRUkYRTc7nO__IUmE,OPERATIONAL,"Højnæsvej 70, 2610 Rødovre, Denmark",93 10 81 00,,https://www.detgronnekokken.dk/,"('1000', '1800'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1800')",ChIJv-jYXydRUkYRTc7nO__IUmE
ChIJG-N6ZylRUkYRgu8BZHz35FE,OPERATIONAL,"Rødovre Parkvej 132, 2610 Rødovre, Denmark",31 65 33 61,,http://www.viftensbistro.dk/,,ChIJG-N6ZylRUkYRgu8BZHz35FE
ChIJcyNOd2pRUkYR6dvYltsYqGE,OPERATIONAL,"Birkmosevej 2, 2610 Rødovre, Denmark",36 70 34 11,2.0,http://www.pizzaburger.house/,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",ChIJcyNOd2pRUkYR6dvYltsYqGE
ChIJv6NQBA1RUkYRynwMYcKVkSs,OPERATIONAL,"Fortvej 1A, 2610 Rødovre, Denmark",36 72 40 00,2.0,https://www.trattorianuovaitalia.dk/,"('1000', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1000', '2100')",ChIJv6NQBA1RUkYRynwMYcKVkSs
ChIJs0KtcwxRUkYR6OJv-s9yk2w,OPERATIONAL,"Horsevænget 5, 2610 Rødovre, Denmark",36 70 44 14,,,"('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100')",ChIJs0KtcwxRUkYR6OJv-s9yk2w
ChIJ9ehvGrhRUkYRN1ovFwk5nCk,OPERATIONAL,"Rybjerg Alle 91, 2860 Søborg, Denmark",44 94 05 53,2.0,https://www.hungry.dk/soeborg/pizzeria-burgerhouse/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJ9ehvGrhRUkYRN1ovFwk5nCk
ChIJAfaoJy1OUkYRLhDgnTix4eM,OPERATIONAL,"Bagsværd Hovedgade 77, 2880 Bagsværd, Denmark",53 38 33 44,2.0,http://wasabisushi.dk/da,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",ChIJAfaoJy1OUkYRLhDgnTix4eM
ChIJAfaoJy1OUkYRM8oZ2Q_T-r4,OPERATIONAL,"Bagsværd Hovedgade 77, 2880 Bagsværd, Denmark",44 44 34 74,,https://pizzahusetbagsvaerd.dk/,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJAfaoJy1OUkYRM8oZ2Q_T-r4
ChIJ7-l7ltJPUkYROSKTm4yd1ww,OPERATIONAL,"Bagsværd Hovedgade 116 M, 2880 Bagsværd, Denmark",23 20 21 95,,https://indiaimperial.dk/,"('1500', '2130'); ('1500', '2130'); ('1500', '2130'); ('1500', '2130'); ('1500', '2130'); ('1500', '2130'); ('1500', '2130')",ChIJ7-l7ltJPUkYROSKTm4yd1ww
ChIJJcWwwNJPUkYRDZ4vPFJ-Dds,OPERATIONAL,"Bagsværd Hovedgade 116B, 2880 Bagsværd, Denmark",44 98 98 86,2.0,http://www.sisko.dk/,,ChIJJcWwwNJPUkYRDZ4vPFJ-Dds
ChIJJcWwwNJPUkYRbMjtWbU4-Iw,OPERATIONAL,"Bagsværd Hovedgade 116N, 2880 Bagsværd, Denmark",44 98 83 79,2.0,http://www.ilovesushi.dk/,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1500', '2100'); ('1500', '2100')",ChIJJcWwwNJPUkYRbMjtWbU4-Iw
ChIJLc-D8CxOUkYRmUFSGBcIMUE,OPERATIONAL,"Bagsværd Hovedgade 45, 2880 Bagsværd, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJLc-D8CxOUkYRmUFSGBcIMUE
ChIJLc-D8CxOUkYRK9Q3_sWsQUM,OPERATIONAL,"Bagsværd Hovedgade 45, 2880 Bagsværd, Denmark",44 44 40 66,1.0,http://newelement.dk/,,ChIJLc-D8CxOUkYRK9Q3_sWsQUM
ChIJPXggN6RWUkYRS0sgWW73K0Y,OPERATIONAL,"Kettevej 3, 2650 Hvidovre, Denmark",41 24 81 98,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=55,"('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100')",ChIJPXggN6RWUkYRS0sgWW73K0Y
ChIJp_cVBtVRUkYRhFN868hKjy8,OPERATIONAL,"Roskildevej 333, 1sal, 2610 Rødovre, Denmark",72 30 02 04,,http://www.metroline.dk/,,ChIJp_cVBtVRUkYRhFN868hKjy8
ChIJ_y1HbWxRUkYRaQxLaq01X5E,OPERATIONAL,"Rødovrevej 213, 2610 Rødovre, Denmark",36 72 50 50,,https://gemellolapizzaria.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1200', '2100')",ChIJ_y1HbWxRUkYRaQxLaq01X5E
ChIJ41ZBcG1RUkYRL0T707VkJHg,OPERATIONAL,"Jyllingevej 166, 2610 Rødovre, Denmark",27 80 09 11,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=39,"('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0200'); ('0700', '0200')",ChIJ41ZBcG1RUkYRL0T707VkJHg
ChIJAQAAe21RUkYR8m0uPoB2OLw,OPERATIONAL,"Jyllingevej 166, 2610 Rødovre, Denmark",,,,,ChIJAQAAe21RUkYR8m0uPoB2OLw
ChIJewt8JQtRUkYRwihnI9EDY7w,OPERATIONAL,"Slotsherrensvej 212, 2610 Rødovre, Denmark",32 15 87 87,,https://piazzanavona-roedovre.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJewt8JQtRUkYRwihnI9EDY7w
ChIJaSqHvQpRUkYRo9lBh3Ps_jk,OPERATIONAL,"Kildeløbet 11, 2700 København, Denmark",38 74 80 94,,,,ChIJaSqHvQpRUkYRo9lBh3Ps_jk
ChIJEYEm8k5RUkYRcgXlkvZn2eQ,OPERATIONAL,"Transformervej 3, 2860 Søborg, Denmark",44 84 12 07,,https://mad-boxen.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,,ChIJEYEm8k5RUkYRcgXlkvZn2eQ
ChIJB119XCxOUkYRAYF9Or-LZPg,OPERATIONAL,"Bagsværd Hovedgade 43, 2880 Bagsværd, Denmark",44 98 13 88,,https://www.sondergaardpark.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJB119XCxOUkYRAYF9Or-LZPg
ChIJdWyH6tFVUkYR9PNz3fcbWZ0,OPERATIONAL,"Avedøreholmen 96, 2650 Hvidovre, Denmark",35 25 19 58,,http://www.letzsushi.dk/,"('1400', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1400', '2100'); ('1230', '2130')",ChIJdWyH6tFVUkYR9PNz3fcbWZ0
